minute,generation_kW,demand_kW,direct_kW,charge_kW,discharge_kW,grid_kW,unserved_kW,curtailed_kW,stored_kWh,reserve_kWh,gridAvailable,primaryGeneration_kW,companionGeneration_kW,baselineDemand_kW,shiftedOut_kW,shiftedIn_kW,gridRequested_kW,gridLimited_kW,gridUnavailable_kW,gridCapacity_kW,gridHeadroom_kW
96,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,2.002975886909875,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
97,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.9831968252738479,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
98,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.9634177636378207,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
99,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.9436387020017936,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
100,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.9238596403657664,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
101,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.9040805787297392,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
102,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.884301517093712,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
103,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.864522455457685,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
104,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.8447433938216578,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
105,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.8249643321856306,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
106,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.8051852705496034,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
107,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.7854062089135763,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
108,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.765627147277549,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
109,2.886735731054311,4,2.886735731054311,0,1.1132642689456889,0,0,0,1.745848085641522,0,false,2.886735731054311,0,4,0,0,0,0,0,0,0
