"scope","start_min","end_min_exclusive","duration_min","local_gap_kWh","grid_kWh","unserved_kWh","no_bank_kWh","power_limit_kWh","stored_energy_limit_kWh","strategy_held_kWh","peak_gap_kW","peak_minute","first_unserved_minute","start_stored_kWh","end_stored_kWh","demand_kWh","direct_kWh","discharge_kWh","microgrid_version","analysis_version","settings_json","grid_limit_unserved_kWh","grid_unavailable_unserved_kWh"
"unserved",90,150,60,7.500000000000012,0,7.500000000000012,0,2.9999999999999973,0,4.5000000000000036,8,96,90,2.4999999999999982,2,8.00000000000001,0,0.49999999999999745,5,1,"{""source"":""solarPv"",""sourceSettings"":{""irradiance"":0,""area"":20,""efficiency"":20,""incidence"":20},""profileId"":""steady"",""sourceUnits"":1,""companion"":{""enabled"":false,""source"":""wind"",""sourceSettings"":{""speed"":8,""radius"":40,""cp"":40,""rating"":3000},""profileId"":""steady"",""sourceUnits"":1,""offset"":0},""flex"":{""enabled"":false,""percent"":50,""fromStart"":160,""fromMinutes"":80,""toStart"":40,""toMinutes"":80},""battery"":{""capacity"":10,""power"":5,""roundtrip"":100,""initial"":100},""batteryUnits"":1,""reserve"":20,""demand"":8,""policy"":""fixed"",""loadId"":""flat"",""grid"":""outage"",""gridLimit"":{""enabled"":false,""power"":5},""outageStart"":90,""outageMinutes"":60,""duration"":240}",0,7.500000000000012
