case_id,case_status,case_schema_version,grade_band,age_years,referral_category,source_count,informant_disagreement,temporal_change,deliberate_missingness,numeric_density,cross_source_synthesis,language_or_cultural_context,study_defined_eligibility,pii_scan_passed,secure_content_scan_passed,review_status,notes

