modeled_time,plants_baseline,plants_experiment,rabbits_baseline,rabbits_experiment,voles_baseline,voles_experiment,foxes_baseline,foxes_experiment,owls_baseline,owls_experiment,caterpillars_baseline,caterpillars_experiment,bluetits_baseline,bluetits_experiment,capacity_baseline,capacity_experiment,refuge_cover_percent_baseline,refuge_cover_percent_experiment
14.8,174.53995,175.44895,4.38897,4.39651,0.09073,0.09090,7.43633,7.43765,3.48552,3.48560,1.03593,0.17961,5.29723,4.23405,180.00,180.00,10.00,10.00
14.9,174.66541,175.55051,4.30648,4.31394,0.08684,0.08701,7.38910,7.39044,3.45762,3.45771,1.00880,0.17566,5.26813,4.20486,180.00,180.00,10.00,10.00
15.0,174.78760,175.64934,4.22585,4.23324,0.08314,0.08330,7.34183,7.34320,3.42994,3.43002,0.98249,0.17183,5.23899,4.17585,180.00,180.00,10.00,10.00
15.1,174.90661,175.74550,4.14705,4.15436,0.07961,0.07976,7.29455,7.29593,3.40246,3.40254,0.95695,0.16811,5.20979,4.14701,180.00,180.00,10.00,10.00
15.2,175.02252,175.83909,4.07005,4.07727,0.07624,0.07639,7.24726,7.24866,3.37520,3.37528,0.93218,0.16450,5.18055,4.11835,180.00,180.00,10.00,10.00
15.3,175.13539,175.93018,3.99480,4.00194,0.07304,0.07318,7.19996,7.20139,3.34814,3.34822,0.90815,0.16100,5.15128,4.08987,180.00,180.00,10.00,10.00
15.4,175.24531,176.01883,3.92127,3.92833,0.06998,0.07012,7.15268,7.15413,3.32129,3.32137,0.88484,0.15760,5.12198,4.06157,180.00,180.00,10.00,10.00
15.5,175.35234,176.10512,3.84943,3.85640,0.06707,0.06721,7.10542,7.10688,3.29464,3.29472,0.86223,0.15430,5.09267,4.03345,180.00,180.00,10.00,10.00
15.6,175.45657,176.18911,3.77923,3.78613,0.06430,0.06443,7.05819,7.05967,3.26820,3.26829,0.84029,0.15109,5.06334,4.00550,180.00,180.00,10.00,10.00
15.7,175.55807,176.27087,3.71066,3.71747,0.06165,0.06178,7.01100,7.01249,3.24197,3.24205,0.81900,0.14797,5.03401,3.97772,180.00,180.00,10.00,10.00
15.8,175.65689,176.35047,3.64367,3.65040,0.05913,0.05925,6.96385,6.96536,3.21594,3.21602,0.79836,0.14495,5.00469,3.95013,180.00,180.00,10.00,10.00
15.9,175.75312,176.42795,3.57822,3.58487,0.05672,0.05684,6.91675,6.91828,3.19011,3.19019,0.77832,0.14201,4.97537,3.92271,180.00,180.00,10.00,10.00
16.0,175.84681,176.50340,3.51429,3.52086,0.05442,0.05454,6.86973,6.87127,3.16449,3.16457,0.75889,0.13915,4.94607,3.89546,180.00,180.00,10.00,10.00
16.1,175.93803,176.57685,3.45185,3.45833,0.05223,0.05234,6.82277,6.82433,3.13906,3.13914,0.74003,0.13638,4.91680,3.86839,180.00,180.00,10.00,10.00
16.2,176.02685,176.64837,3.39085,3.39724,0.05014,0.05025,6.77589,6.77746,3.11383,3.11391,0.72174,0.13368,4.88755,3.84149,180.00,180.00,10.00,10.00
16.3,176.11333,176.71801,3.33127,3.33758,0.04815,0.04825,6.72910,6.73069,3.08880,3.08888,0.70399,0.13105,4.85833,3.81477,180.00,180.00,10.00,10.00
16.4,176.19752,176.78583,3.27307,3.27930,0.04624,0.04634,6.68240,6.68400,3.06397,3.06405,0.68677,0.12850,4.82915,3.78822,180.00,180.00,10.00,10.00
16.5,176.27950,176.85187,3.21623,3.22238,0.04443,0.04452,6.63580,6.63742,3.03933,3.03941,0.67005,0.12603,4.80002,3.76185,180.00,180.00,10.00,10.00
16.6,176.35931,176.91618,3.16072,3.16679,0.04269,0.04278,6.58931,6.59094,3.01489,3.01497,0.65384,0.12361,4.77093,3.73564,180.00,180.00,10.00,10.00
16.7,176.43702,176.97882,3.10650,3.11248,0.04103,0.04112,6.54294,6.54458,2.99064,2.99072,0.63810,0.12127,4.74190,3.70961,180.00,180.00,10.00,10.00
16.8,176.51268,177.03983,3.05354,3.05944,0.03945,0.03953,6.49668,6.49834,2.96658,2.96666,0.62283,0.11899,4.71292,3.68375,180.00,180.00,10.00,10.00
16.9,176.58634,177.09925,3.00182,3.00764,0.03793,0.03802,6.45056,6.45222,2.94272,2.94279,0.60800,0.11677,4.68401,3.65805,180.00,180.00,10.00,10.00
17.0,176.65806,177.15713,2.95130,2.95705,0.03649,0.03657,6.40457,6.40624,2.91904,2.91912,0.59362,0.11461,4.65517,3.63253,180.00,180.00,10.00,10.00
17.1,176.72788,177.21351,2.90197,2.90763,0.03511,0.03518,6.35871,6.36040,2.89555,2.89563,0.57965,0.11251,4.62640,3.60718,180.00,180.00,10.00,10.00
17.2,176.79587,177.26843,2.85378,2.85937,0.03379,0.03386,6.31300,6.31470,2.87225,2.87232,0.56610,0.11046,4.59770,3.58199,180.00,180.00,10.00,10.00
17.3,176.86207,177.32193,2.80672,2.81223,0.03252,0.03259,6.26744,6.26915,2.84913,2.84921,0.55294,0.10847,4.56908,3.55697,180.00,180.00,10.00,10.00
17.4,176.92652,177.37406,2.76075,2.76619,0.03132,0.03138,6.22204,6.22375,2.82620,2.82627,0.54016,0.10653,4.54055,3.53212,180.00,180.00,10.00,10.00
17.5,176.98928,177.42484,2.71586,2.72122,0.03016,0.03023,6.17680,6.17852,2.80345,2.80352,0.52776,0.10464,4.51209,3.50744,180.00,180.00,10.00,10.00
17.6,177.05038,177.47432,2.67202,2.67730,0.02906,0.02912,6.13172,6.13345,2.78088,2.78095,0.51571,0.10281,4.48373,3.48292,180.00,180.00,10.00,10.00
17.7,177.10988,177.52253,2.62919,2.63440,0.02800,0.02806,6.08681,6.08855,2.75849,2.75857,0.50402,0.10102,4.45546,3.45856,180.00,180.00,10.00,10.00
17.8,177.16782,177.56951,2.58736,2.59250,0.02699,0.02705,6.04208,6.04382,2.73628,2.73636,0.49266,0.09927,4.42729,3.43437,180.00,180.00,10.00,10.00
17.9,177.22424,177.61529,2.54651,2.55157,0.02602,0.02608,5.99753,5.99927,2.71425,2.71432,0.48163,0.09757,4.39921,3.41034,180.00,180.00,10.00,10.00
18.0,177.27918,177.65991,2.50660,2.51160,0.02509,0.02515,5.95315,5.95491,2.69240,2.69247,0.47091,0.09592,4.37124,3.38647,180.00,180.00,10.00,10.00
18.1,177.33269,177.70338,2.46762,2.47255,0.02420,0.02426,5.90897,5.91073,2.67072,2.67079,0.46050,0.09430,4.34336,3.36277,180.00,180.00,10.00,10.00
18.2,177.38479,177.74576,2.42955,2.43440,0.02335,0.02340,5.86497,5.86674,2.64921,2.64928,0.45039,0.09273,4.31560,3.33922,180.00,180.00,10.00,10.00
18.3,177.43553,177.78706,2.39235,2.39714,0.02254,0.02259,5.82117,5.82294,2.62788,2.62795,0.44057,0.09120,4.28794,3.31584,180.00,180.00,10.00,10.00
18.4,177.48495,177.82731,2.35602,2.36074,0.02176,0.02181,5.77757,5.77934,2.60672,2.60679,0.43102,0.08971,4.26039,3.29261,180.00,180.00,10.00,10.00
18.5,177.53309,177.86655,2.32053,2.32518,0.02101,0.02106,5.73417,5.73594,2.58573,2.58580,0.42175,0.08825,4.23295,3.26954,180.00,180.00,10.00,10.00
18.6,177.57997,177.90480,2.28586,2.29045,0.02029,0.02034,5.69097,5.69275,2.56490,2.56498,0.41273,0.08683,4.20563,3.24663,180.00,180.00,10.00,10.00
18.7,177.62564,177.94209,2.25198,2.25651,0.01960,0.01965,5.64797,5.64976,2.54425,2.54432,0.40397,0.08545,4.17842,3.22388,180.00,180.00,10.00,10.00
18.8,177.67012,177.97844,2.21889,2.22335,0.01895,0.01899,5.60519,5.60698,2.52376,2.52383,0.39545,0.08410,4.15134,3.20128,180.00,180.00,10.00,10.00
18.9,177.71345,178.01388,2.18656,2.19096,0.01831,0.01835,5.56262,5.56441,2.50344,2.50351,0.38718,0.08278,4.12437,3.17883,180.00,180.00,10.00,10.00
19.0,177.75565,178.04844,2.15497,2.15931,0.01771,0.01775,5.52026,5.52205,2.48328,2.48335,0.37913,0.08150,4.09752,3.15654,180.00,180.00,10.00,10.00
19.1,177.79678,178.08213,2.12410,2.12838,0.01712,0.01716,5.47812,5.47992,2.46328,2.46335,0.37130,0.08024,4.07079,3.13440,180.00,180.00,10.00,10.00
19.2,177.83684,178.11499,2.09394,2.09817,0.01657,0.01660,5.43620,5.43800,2.44345,2.44352,0.36369,0.07902,4.04419,3.11241,180.00,180.00,10.00,10.00
19.3,177.87587,178.14703,2.06447,2.06864,0.01603,0.01607,5.39451,5.39630,2.42377,2.42384,0.35629,0.07783,4.01772,3.09058,180.00,180.00,10.00,10.00
19.4,177.91390,178.17827,2.03568,2.03978,0.01551,0.01555,5.35303,5.35483,2.40425,2.40432,0.34910,0.07666,3.99137,3.06889,180.00,180.00,10.00,10.00
19.5,177.95096,178.20874,2.00754,2.01159,0.01502,0.01505,5.31178,5.31358,2.38489,2.38496,0.34210,0.07553,3.96515,3.04736,180.00,180.00,10.00,10.00
19.6,177.98707,178.23846,1.98003,1.98403,0.01455,0.01458,5.27076,5.27255,2.36569,2.36576,0.33529,0.07442,3.93905,3.02597,180.00,180.00,10.00,10.00
19.7,178.02226,178.26745,1.95316,1.95710,0.01409,0.01412,5.22996,5.23176,2.34664,2.34671,0.32866,0.07333,3.91309,3.00473,180.00,180.00,10.00,10.00
19.8,178.05655,178.29573,1.92689,1.93078,0.01365,0.01368,5.18940,5.19119,2.32775,2.32781,0.32222,0.07227,3.88726,2.98363,180.00,180.00,10.00,10.00
19.9,178.08997,178.32331,1.90122,1.90505,0.01323,0.01326,5.14907,5.15086,2.30901,2.30907,0.31594,0.07124,3.86155,2.96269,180.00,180.00,10.00,10.00
20.0,178.12255,178.35022,1.87612,1.87991,0.01282,0.01285,5.10897,5.11076,2.29041,2.29048,0.30984,0.07023,3.83598,2.94188,180.00,180.00,10.00,10.00
20.1,178.15430,178.37647,1.85159,1.85533,0.01243,0.01246,5.06910,5.07089,2.27197,2.27204,0.30390,0.06925,3.81055,2.92123,180.00,180.00,10.00,10.00
20.2,178.18525,178.40208,1.82762,1.83130,0.01206,0.01209,5.02947,5.03126,2.25368,2.25375,0.29811,0.06828,3.78524,2.90071,180.00,180.00,10.00,10.00
20.3,178.21542,178.42707,1.80418,1.80782,0.01170,0.01172,4.99008,4.99187,2.23554,2.23560,0.29248,0.06734,3.76007,2.88034,180.00,180.00,10.00,10.00
20.4,178.24483,178.45145,1.78127,1.78485,0.01135,0.01138,4.95092,4.95271,2.21754,2.21761,0.28700,0.06643,3.73504,2.86011,180.00,180.00,10.00,10.00
20.5,178.27351,178.47524,1.75887,1.76241,0.01102,0.01104,4.91201,4.91379,2.19969,2.19976,0.28166,0.06553,3.71014,2.84001,180.00,180.00,10.00,10.00
20.6,178.30147,178.49846,1.73697,1.74046,0.01070,0.01072,4.87333,4.87511,2.18199,2.18205,0.27646,0.06465,3.68538,2.82006,180.00,180.00,10.00,10.00
20.7,178.32873,178.52112,1.71555,1.71900,0.01039,0.01041,4.83489,4.83666,2.16442,2.16448,0.27140,0.06379,3.66075,2.80025,180.00,180.00,10.00,10.00
20.8,178.35532,178.54324,1.69462,1.69802,0.01009,0.01011,4.79669,4.79846,2.14700,2.14706,0.26647,0.06295,3.63626,2.78058,180.00,180.00,10.00,10.00
20.9,178.38124,178.56483,1.67414,1.67751,0.00980,0.00982,4.75873,4.76050,2.12972,2.12978,0.26167,0.06214,3.61190,2.76104,180.00,180.00,10.00,10.00
21.0,178.40653,178.58590,1.65413,1.65744,0.00953,0.00955,4.72101,4.72278,2.11258,2.11264,0.25699,0.06133,3.58768,2.74164,180.00,180.00,10.00,10.00
21.1,178.43119,178.60647,1.63455,1.63783,0.00926,0.00928,4.68353,4.68530,2.09558,2.09564,0.25243,0.06055,3.56360,2.72237,180.00,180.00,10.00,10.00
21.2,178.45524,178.62655,1.61541,1.61864,0.00900,0.00902,4.64630,4.64806,2.07871,2.07877,0.24799,0.05979,3.53966,2.70324,180.00,180.00,10.00,10.00
21.3,178.47870,178.64615,1.59668,1.59988,0.00875,0.00877,4.60930,4.61106,2.06198,2.06204,0.24366,0.05904,3.51585,2.68424,180.00,180.00,10.00,10.00
21.4,178.50159,178.66529,1.57837,1.58153,0.00852,0.00853,4.57255,4.57430,2.04539,2.04545,0.23944,0.05831,3.49218,2.66538,180.00,180.00,10.00,10.00
21.5,178.52391,178.68398,1.56046,1.56358,0.00829,0.00830,4.53604,4.53779,2.02893,2.02899,0.23532,0.05759,3.46864,2.64664,180.00,180.00,10.00,10.00
21.6,178.54570,178.70222,1.54295,1.54602,0.00806,0.00808,4.49977,4.50152,2.01261,2.01267,0.23131,0.05689,3.44525,2.62804,180.00,180.00,10.00,10.00
21.7,178.56695,178.72004,1.52581,1.52885,0.00785,0.00787,4.46375,4.46549,1.99641,1.99647,0.22740,0.05620,3.42199,2.60957,180.00,180.00,10.00,10.00
21.8,178.58769,178.73744,1.50905,1.51205,0.00764,0.00766,4.42796,4.42970,1.98035,1.98041,0.22359,0.05553,3.39887,2.59123,180.00,180.00,10.00,10.00
21.9,178.60793,178.75444,1.49266,1.49562,0.00744,0.00746,4.39242,4.39415,1.96442,1.96448,0.21987,0.05488,3.37588,2.57301,180.00,180.00,10.00,10.00
22.0,178.62768,178.77103,1.47662,1.47955,0.00725,0.00727,4.35712,4.35884,1.94862,1.94867,0.21625,0.05423,3.35304,2.55493,180.00,180.00,10.00,10.00
22.1,178.64695,178.78725,1.46093,1.46382,0.00706,0.00708,4.32206,4.32378,1.93294,1.93300,0.21271,0.05361,3.33033,2.53697,180.00,180.00,10.00,10.00
22.2,178.66577,178.80308,1.44557,1.44844,0.00689,0.00690,4.28724,4.28896,1.91739,1.91745,0.20926,0.05299,3.30775,2.51913,180.00,180.00,10.00,10.00
22.3,178.68413,178.81855,1.43055,1.43338,0.00671,0.00673,4.25267,4.25437,1.90197,1.90203,0.20589,0.05239,3.28531,2.50142,180.00,180.00,10.00,10.00
22.4,178.70205,178.83366,1.41586,1.41866,0.00654,0.00656,4.21833,4.22003,1.88667,1.88673,0.20261,0.05180,3.26301,2.48384,180.00,180.00,10.00,10.00
22.5,178.71955,178.84842,1.40148,1.40424,0.00638,0.00640,4.18423,4.18593,1.87150,1.87155,0.19940,0.05122,3.24085,2.46638,180.00,180.00,10.00,10.00
22.6,178.73664,178.86285,1.38741,1.39014,0.00623,0.00624,4.15037,4.15206,1.85645,1.85650,0.19628,0.05066,3.21882,2.44904,180.00,180.00,10.00,10.00
22.7,178.75332,178.87694,1.37364,1.37635,0.00607,0.00609,4.11675,4.11844,1.84152,1.84157,0.19323,0.05011,3.19692,2.43182,180.00,180.00,10.00,10.00
22.8,178.76960,178.89071,1.36017,1.36284,0.00593,0.00594,4.08337,4.08505,1.82671,1.82676,0.19025,0.04957,3.17516,2.41473,180.00,180.00,10.00,10.00
22.9,178.78550,178.90416,1.34699,1.34963,0.00579,0.00580,4.05023,4.05190,1.81202,1.81207,0.18734,0.04904,3.15354,2.39775,180.00,180.00,10.00,10.00
23.0,178.80103,178.91731,1.33409,1.33670,0.00565,0.00566,4.01732,4.01898,1.79745,1.79750,0.18450,0.04852,3.13205,2.38089,180.00,180.00,10.00,10.00
23.1,178.81620,178.93016,1.32146,1.32404,0.00552,0.00553,3.98465,3.98631,1.78300,1.78305,0.18173,0.04801,3.11069,2.36416,180.00,180.00,10.00,10.00
23.2,178.83101,178.94272,1.30910,1.31166,0.00539,0.00540,3.95221,3.95386,1.76866,1.76872,0.17902,0.04751,3.08947,2.34754,180.00,180.00,10.00,10.00
23.3,178.84548,178.95500,1.29701,1.29954,0.00527,0.00528,3.92001,3.92166,1.75444,1.75450,0.17638,0.04702,3.06838,2.33103,180.00,180.00,10.00,10.00
23.4,178.85961,178.96699,1.28517,1.28767,0.00515,0.00516,3.88804,3.88968,1.74034,1.74039,0.17380,0.04654,3.04742,2.31464,180.00,180.00,10.00,10.00
23.5,178.87341,178.97872,1.27359,1.27606,0.00503,0.00504,3.85631,3.85794,1.72635,1.72640,0.17127,0.04608,3.02660,2.29837,180.00,180.00,10.00,10.00
23.6,178.88690,178.99019,1.26225,1.26470,0.00492,0.00493,3.82481,3.82643,1.71247,1.71252,0.16881,0.04562,3.00591,2.28222,180.00,180.00,10.00,10.00
23.7,178.90007,179.00139,1.25115,1.25357,0.00481,0.00482,3.79354,3.79516,1.69871,1.69876,0.16640,0.04517,2.98535,2.26617,180.00,180.00,10.00,10.00
23.8,178.91294,179.01235,1.24029,1.24268,0.00470,0.00471,3.76250,3.76411,1.68506,1.68511,0.16405,0.04473,2.96492,2.25024,180.00,180.00,10.00,10.00
23.9,178.92552,179.02306,1.22965,1.23202,0.00460,0.00461,3.73169,3.73329,1.67151,1.67156,0.16175,0.04430,2.94462,2.23442,180.00,180.00,10.00,10.00
24.0,178.93781,179.03354,1.21924,1.22159,0.00450,0.00451,3.70111,3.70270,1.65808,1.65813,0.15951,0.04387,2.92445,2.21872,180.00,180.00,10.00,10.00
