time_s,component,type,terminal_a,terminal_b,value,unit,closed,initial_value,initial_unit,voltage_a_minus_b_V,current_a_to_b_A,power_absorbed_W,stored_energy_J,voltage_known,current_known,method,relative_local_tolerance,absolute_state_tolerance,window_s,source_waveform,source_amplitude,source_frequency_Hz,source_phase_deg,pulse_width_percent,pulse_edge_percent,initial_switch_closed,switch_timing_enabled,switch_schedule_s,time_side,switch_events,diode_model,diode_Is_A,diode_emission,diode_thermal_voltage_V,nonlinear_iterations,controlled_source_kind,control_positive,control_negative,sense_source_id,control_gain,control_value,control_unit,opamp_model,opamp_lower_V,opamp_upper_V,opamp_region,opamp_unlimited_output_V,opamp_headroom_V,opamp_regions_checked,opamp_timing_enabled,opamp_gbw_Hz,opamp_slew_V_per_us,opamp_starting_output_V,opamp_timing_active,opamp_local_slope_V_per_s,opamp_step_slope_V_per_s,zener_knee_V,zener_slope_resistance_ohm,zener_region,diode_series_resistance_ohm,diode_junction_voltage_V,diode_series_voltage_V,diode_junction_power_W,diode_series_power_W,requested_integration,integration_restart,bjt_polarity,bjt_base_node,bjt_beta_forward,bjt_beta_reverse,bjt_Is_A,bjt_thermal_voltage_V,bjt_VBE_V,bjt_VBC_V,bjt_base_current_A,bjt_emitter_current_A,bjt_region,bjt_VCE_V,bjt_collector_current_A,bjt_total_power_W
0.09067187499999987,R2,resistor,C,0,1000,Ω,,0,,4.929643564651633,0.004929643564651633,0.024301385674511254,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09067187499999987,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306165,-0.6292665029822491,-0.0004300377061669262,0.005359681270818518,Saturation,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685
0.09067187499999987,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09067187499999987,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669383,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09106249999999987,V1,voltage,A,0,5,V,,0,,5.000000000000001,-0.0053596812708185506,-0.02679840635409276,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09106249999999987,R2,resistor,C,0,1000,Ω,,0,,4.9296435646516334,0.004929643564651634,0.024301385674511265,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09106249999999987,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306174,-0.62926650298225,-0.00043003770616693984,0.005359681270818688,Saturation,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894
0.09106249999999987,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09106249999999987,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669384,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09145312499999986,V1,voltage,A,0,5,V,,0,,5,-0.005359681270818642,-0.02679840635409321,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09145312499999986,R2,resistor,C,0,1000,Ω,,0,,4.929643564651633,0.004929643564651633,0.024301385674511254,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09145312499999986,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306165,-0.6292665029822491,-0.0004300377061669262,0.005359681270818518,Saturation,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685
0.09145312499999986,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09145312499999986,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669383,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09184374999999986,V1,voltage,A,0,5,V,,0,,5.000000000000001,-0.0053596812708185506,-0.02679840635409276,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09184374999999986,R2,resistor,C,0,1000,Ω,,0,,4.9296435646516334,0.004929643564651634,0.024301385674511265,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09184374999999986,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306174,-0.62926650298225,-0.00043003770616693984,0.005359681270818688,Saturation,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894
0.09184374999999986,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09184374999999986,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669384,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09223437499999987,V1,voltage,A,0,5,V,,0,,5,-0.005359681270818642,-0.02679840635409321,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09223437499999987,R2,resistor,C,0,1000,Ω,,0,,4.929643564651633,0.004929643564651633,0.024301385674511254,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09223437499999987,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306165,-0.6292665029822491,-0.0004300377061669262,0.005359681270818518,Saturation,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685
0.09223437499999987,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09223437499999987,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669383,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09262499999999986,V1,voltage,A,0,5,V,,0,,5.000000000000001,-0.0053596812708185506,-0.02679840635409276,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09262499999999986,R2,resistor,C,0,1000,Ω,,0,,4.9296435646516334,0.004929643564651634,0.024301385674511265,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09262499999999986,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306174,-0.62926650298225,-0.00043003770616693984,0.005359681270818688,Saturation,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894
0.09262499999999986,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09262499999999986,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669384,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09301562499999985,V1,voltage,A,0,5,V,,0,,5,-0.005359681270818642,-0.02679840635409321,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09301562499999985,R2,resistor,C,0,1000,Ω,,0,,4.929643564651633,0.004929643564651633,0.024301385674511254,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09301562499999985,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306165,-0.6292665029822491,-0.0004300377061669262,0.005359681270818518,Saturation,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685
0.09301562499999985,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09301562499999985,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669383,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09340624999999986,V1,voltage,A,0,5,V,,0,,5.000000000000001,-0.0053596812708185506,-0.02679840635409276,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09340624999999986,R2,resistor,C,0,1000,Ω,,0,,4.9296435646516334,0.004929643564651634,0.024301385674511265,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09340624999999986,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306174,-0.62926650298225,-0.00043003770616693984,0.005359681270818688,Saturation,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894
0.09340624999999986,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09340624999999986,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669384,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09379687499999986,V1,voltage,A,0,5,V,,0,,5,-0.005359681270818642,-0.02679840635409321,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09379687499999986,R2,resistor,C,0,1000,Ω,,0,,4.929643564651633,0.004929643564651633,0.024301385674511254,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09379687499999986,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306165,-0.6292665029822491,-0.0004300377061669262,0.005359681270818518,Saturation,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685
0.09379687499999986,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09379687499999986,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669383,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09418749999999985,V1,voltage,A,0,5,V,,0,,5.000000000000001,-0.0053596812708185506,-0.02679840635409276,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09418749999999985,R2,resistor,C,0,1000,Ω,,0,,4.9296435646516334,0.004929643564651634,0.024301385674511265,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09418749999999985,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306174,-0.62926650298225,-0.00043003770616693984,0.005359681270818688,Saturation,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894
0.09418749999999985,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09418749999999985,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669384,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09457812499999985,V1,voltage,A,0,5,V,,0,,5,-0.005359681270818642,-0.02679840635409321,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09457812499999985,R2,resistor,C,0,1000,Ω,,0,,4.929643564651633,0.004929643564651633,0.024301385674511254,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09457812499999985,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306165,-0.6292665029822491,-0.0004300377061669262,0.005359681270818518,Saturation,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685
0.09457812499999985,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09457812499999985,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669383,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09496874999999985,V1,voltage,A,0,5,V,,0,,5.000000000000001,-0.0053596812708185506,-0.02679840635409276,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09496874999999985,R2,resistor,C,0,1000,Ω,,0,,4.9296435646516334,0.004929643564651634,0.024301385674511265,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09496874999999985,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306174,-0.62926650298225,-0.00043003770616693984,0.005359681270818688,Saturation,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894
0.09496874999999985,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09496874999999985,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669384,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09535937499999986,V1,voltage,A,0,5,V,,0,,5,-0.005359681270818642,-0.02679840635409321,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09535937499999986,R2,resistor,C,0,1000,Ω,,0,,4.929643564651633,0.004929643564651633,0.024301385674511254,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09535937499999986,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306165,-0.6292665029822491,-0.0004300377061669262,0.005359681270818518,Saturation,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685
0.09535937499999986,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09535937499999986,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669383,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09574999999999985,V1,voltage,A,0,5,V,,0,,5.000000000000001,-0.0053596812708185506,-0.02679840635409276,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09574999999999985,R2,resistor,C,0,1000,Ω,,0,,4.9296435646516334,0.004929643564651634,0.024301385674511265,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09574999999999985,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306174,-0.62926650298225,-0.00043003770616693984,0.005359681270818688,Saturation,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894
0.09574999999999985,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09574999999999985,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669384,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09614062499999984,V1,voltage,A,0,5,V,,0,,5,-0.005359681270818642,-0.02679840635409321,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09614062499999984,R2,resistor,C,0,1000,Ω,,0,,4.929643564651633,0.004929643564651633,0.024301385674511254,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09614062499999984,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306165,-0.6292665029822491,-0.0004300377061669262,0.005359681270818518,Saturation,-0.07035643534836744,-0.004929643564651591,0.0006476963923283685
0.09614062499999984,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09614062499999984,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669383,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09653124999999985,V1,voltage,A,0,5,V,,0,,5.000000000000001,-0.0053596812708185506,-0.02679840635409276,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09653124999999985,R2,resistor,C,0,1000,Ω,,0,,4.9296435646516334,0.004929643564651634,0.024301385674511265,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09653124999999985,Q3,bjt,C,A,0,,,0,,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,pnp,B,100,1,1e-14,0.02585,-0.6996229383306174,-0.62926650298225,-0.00043003770616693984,0.005359681270818688,Saturation,-0.07035643534836744,-0.004929643564651748,0.0006476963923283894
0.09653124999999985,R4,resistor,D,B,10000,Ω,,0,,-4.3003770616693835,-0.0004300377061669383,0.00184932428725322,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09653124999999985,V5,voltage,D,0,0,V,,0,,0,0.0004300377061669384,0,0,true,true,algebraic_sample,0.00002,,0.3,pulse,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09692187499999985,V1,voltage,A,0,5,V,,0,,5,-0.005359681270818642,-0.02679840635409321,0,true,true,algebraic_sample,0.00002,,0.3,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
0.09692187499999985,R2,resistor,C,0,1000,Ω,,0,,4.929643564651633,0.004929643564651633,0.024301385674511254,0,true,true,algebraic_sample,0.00002,,0.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backward-euler,,,,,,,,,,,,,,,
