time_s,component,type,terminal_a,terminal_b,value,unit,closed,initial_value,initial_unit,voltage_a_minus_b_V,current_a_to_b_A,power_absorbed_W,stored_energy_J,voltage_known,current_known,method,relative_local_tolerance,absolute_state_tolerance,window_s,source_waveform,source_amplitude,source_frequency_Hz,source_phase_deg,pulse_width_percent,pulse_edge_percent,initial_switch_closed,switch_timing_enabled,switch_schedule_s,time_side,switch_events,diode_model,diode_Is_A,diode_emission,diode_thermal_voltage_V,nonlinear_iterations,controlled_source_kind,control_positive,control_negative,sense_source_id,control_gain,control_value,control_unit,opamp_model,opamp_lower_V,opamp_upper_V,opamp_region,opamp_unlimited_output_V,opamp_headroom_V,opamp_regions_checked,opamp_timing_enabled,opamp_gbw_Hz,opamp_slew_V_per_us,opamp_starting_output_V,opamp_timing_active,opamp_local_slope_V_per_s,opamp_step_slope_V_per_s,zener_knee_V,zener_slope_resistance_ohm,zener_region,diode_series_resistance_ohm,diode_junction_voltage_V,diode_series_voltage_V,diode_junction_power_W,diode_series_power_W,requested_integration,integration_restart
0.00092,L4,inductor,B,0,100,mH,,0,A,5,0.04600000000000003,0.23000000000000015,0.00010580000000000012,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00096,V1,voltage,A,0,5,V,,0,,5,-0.09800000000000003,-0.49000000000000016,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00096,S2,switch,A,B,0,,true,0,,0,0.09800000000000003,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00096,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00096,L4,inductor,B,0,100,mH,,0,A,5,0.04800000000000003,0.24000000000000016,0.00011520000000000014,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.001,V1,voltage,A,0,5,V,,0,,5,-0.10000000000000003,-0.5000000000000002,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.001,S2,switch,A,B,0,,true,0,,0,0.10000000000000003,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.001,L4,inductor,B,0,100,mH,,0,A,5,0.05000000000000003,0.25000000000000017,0.00012500000000000017,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0010400000000000001,V1,voltage,A,0,5,V,,0,,5,-0.10200000000000004,-0.5100000000000002,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0010400000000000001,S2,switch,A,B,0,,true,0,,0,0.10200000000000004,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0010400000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0010400000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.05200000000000003,0.2600000000000002,0.00013520000000000017,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0010800000000000002,V1,voltage,A,0,5,V,,0,,5,-0.10400000000000004,-0.5200000000000002,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0010800000000000002,S2,switch,A,B,0,,true,0,,0,0.10400000000000004,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0010800000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0010800000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.054000000000000034,0.2700000000000002,0.00014580000000000018,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0011200000000000001,V1,voltage,A,0,5,V,,0,,5,-0.10600000000000004,-0.5300000000000002,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0011200000000000001,S2,switch,A,B,0,,true,0,,0,0.10600000000000004,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0011200000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0011200000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.056000000000000036,0.2800000000000002,0.00015680000000000023,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00116,V1,voltage,A,0,5,V,,0,,5,-0.10800000000000004,-0.5400000000000003,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00116,S2,switch,A,B,0,,true,0,,0,0.10800000000000004,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00116,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00116,L4,inductor,B,0,100,mH,,0,A,5,0.05800000000000004,0.2900000000000002,0.0001682000000000002,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0012000000000000001,V1,voltage,A,0,5,V,,0,,5,-0.11000000000000004,-0.5500000000000003,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0012000000000000001,S2,switch,A,B,0,,true,0,,0,0.11000000000000004,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0012000000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0012000000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.06000000000000004,0.3000000000000002,0.00018000000000000026,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0012400000000000002,V1,voltage,A,0,5,V,,0,,5,-0.11200000000000004,-0.5600000000000003,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0012400000000000002,S2,switch,A,B,0,,true,0,,0,0.11200000000000004,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0012400000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0012400000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.06200000000000004,0.3100000000000002,0.00019220000000000025,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00128,V1,voltage,A,0,5,V,,0,,5,-0.11400000000000005,-0.5700000000000003,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00128,S2,switch,A,B,0,,true,0,,0,0.11400000000000005,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00128,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00128,L4,inductor,B,0,100,mH,,0,A,5,0.06400000000000004,0.32000000000000023,0.0002048000000000003,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00132,V1,voltage,A,0,5,V,,0,,5,-0.11600000000000005,-0.5800000000000003,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00132,S2,switch,A,B,0,,true,0,,0,0.11600000000000005,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00132,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00132,L4,inductor,B,0,100,mH,,0,A,5,0.06600000000000004,0.33000000000000024,0.0002178000000000003,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00136,V1,voltage,A,0,5,V,,0,,5,-0.11800000000000005,-0.5900000000000003,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00136,S2,switch,A,B,0,,true,0,,0,0.11800000000000005,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00136,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00136,L4,inductor,B,0,100,mH,,0,A,5,0.06800000000000005,0.34000000000000025,0.00023120000000000033,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0014000000000000002,V1,voltage,A,0,5,V,,0,,5,-0.12000000000000005,-0.6000000000000003,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0014000000000000002,S2,switch,A,B,0,,true,0,,0,0.12000000000000005,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0014000000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0014000000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.07000000000000005,0.35000000000000026,0.00024500000000000037,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00144,V1,voltage,A,0,5,V,,0,,5,-0.12200000000000005,-0.6100000000000003,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00144,S2,switch,A,B,0,,true,0,,0,0.12200000000000005,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00144,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00144,L4,inductor,B,0,100,mH,,0,A,5,0.07200000000000005,0.36000000000000026,0.00025920000000000034,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00148,V1,voltage,A,0,5,V,,0,,5,-0.12400000000000005,-0.6200000000000003,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00148,S2,switch,A,B,0,,true,0,,0,0.12400000000000005,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00148,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00148,L4,inductor,B,0,100,mH,,0,A,5,0.07400000000000005,0.3700000000000003,0.0002738000000000004,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00152,V1,voltage,A,0,5,V,,0,,5,-0.12600000000000006,-0.6300000000000003,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00152,S2,switch,A,B,0,,true,0,,0,0.12600000000000006,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00152,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00152,L4,inductor,B,0,100,mH,,0,A,5,0.07600000000000005,0.3800000000000003,0.00028880000000000046,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0015600000000000002,V1,voltage,A,0,5,V,,0,,5,-0.12800000000000006,-0.6400000000000003,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0015600000000000002,S2,switch,A,B,0,,true,0,,0,0.12800000000000006,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0015600000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0015600000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.07800000000000006,0.3900000000000003,0.00030420000000000046,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0016,V1,voltage,A,0,5,V,,0,,5,-0.13000000000000006,-0.6500000000000004,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0016,S2,switch,A,B,0,,true,0,,0,0.13000000000000006,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0016,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0016,L4,inductor,B,0,100,mH,,0,A,5,0.08000000000000006,0.4000000000000003,0.00032000000000000046,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00164,V1,voltage,A,0,5,V,,0,,5,-0.13200000000000006,-0.6600000000000004,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00164,S2,switch,A,B,0,,true,0,,0,0.13200000000000006,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00164,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00164,L4,inductor,B,0,100,mH,,0,A,5,0.08200000000000006,0.4100000000000003,0.0003362000000000005,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00168,V1,voltage,A,0,5,V,,0,,5,-0.13400000000000006,-0.6700000000000004,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00168,S2,switch,A,B,0,,true,0,,0,0.13400000000000006,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00168,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00168,L4,inductor,B,0,100,mH,,0,A,5,0.08400000000000006,0.4200000000000003,0.0003528000000000005,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0017200000000000002,V1,voltage,A,0,5,V,,0,,5,-0.13600000000000007,-0.6800000000000004,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0017200000000000002,S2,switch,A,B,0,,true,0,,0,0.13600000000000007,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0017200000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0017200000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.08600000000000006,0.4300000000000003,0.0003698000000000006,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00176,V1,voltage,A,0,5,V,,0,,5,-0.13800000000000007,-0.6900000000000004,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00176,S2,switch,A,B,0,,true,0,,0,0.13800000000000007,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00176,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00176,L4,inductor,B,0,100,mH,,0,A,5,0.08800000000000006,0.44000000000000034,0.00038720000000000063,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0018,V1,voltage,A,0,5,V,,0,,5,-0.14000000000000007,-0.7000000000000004,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0018,S2,switch,A,B,0,,true,0,,0,0.14000000000000007,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0018,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0018,L4,inductor,B,0,100,mH,,0,A,5,0.09000000000000007,0.45000000000000034,0.0004050000000000006,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00184,V1,voltage,A,0,5,V,,0,,5,-0.14200000000000007,-0.7100000000000004,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00184,S2,switch,A,B,0,,true,0,,0,0.14200000000000007,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00184,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00184,L4,inductor,B,0,100,mH,,0,A,5,0.09200000000000007,0.46000000000000035,0.00042320000000000064,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0018800000000000002,V1,voltage,A,0,5,V,,0,,5,-0.14400000000000007,-0.7200000000000004,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0018800000000000002,S2,switch,A,B,0,,true,0,,0,0.14400000000000007,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0018800000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.0018800000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.09400000000000007,0.47000000000000036,0.00044180000000000066,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00192,V1,voltage,A,0,5,V,,0,,5,-0.14600000000000007,-0.7300000000000004,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00192,S2,switch,A,B,0,,true,0,,0,0.14600000000000007,0,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00192,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,trapezoidal_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
0.00192,L4,inductor,B,0,100,mH,,0,A,5,0.09600000000000007,0.48000000000000037,0.00046080000000000074,true,true,trapezoidal_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trapezoidal,
