time_s,component,type,terminal_a,terminal_b,value,unit,closed,initial_value,initial_unit,voltage_a_minus_b_V,current_a_to_b_A,power_absorbed_W,stored_energy_J,voltage_known,current_known,method,relative_local_tolerance,absolute_state_tolerance,window_s
0.00006967344015222995,R3,resistor,B,0,1000,Ω,,0,,3.428315599913553,0.0034283155999135532,0.011753347852610625,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00006967344015222995,R4,resistor,A,C,1000,Ω,,0,,2.5710874665511017,0.0025710874665511017,0.006610490760656162,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00006967344015222995,R5,resistor,C,0,2000,Ω,,0,,3.4289125334488983,0.0017144562667244492,0.005878720581021471,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00006967344015222995,C6,capacitor,B,C,100,µF,,0,V,-0.0005969335353452898,-0.0008566311998255519,5.11351890598944e-7,1.7816482280991313e-11,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.00010287168264164807,V1,voltage,A,0,6,V,,0,,6,-0.005142731251551815,-0.03085638750931089,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00010287168264164807,R2,resistor,A,B,1000,Ω,,0,,2.5718062453445754,0.002571806245344575,0.006614187363593362,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00010287168264164807,R3,resistor,B,0,1000,Ω,,0,,3.4281937546554246,0.0034281937546554245,0.011752512419458457,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00010287168264164807,R4,resistor,A,C,1000,Ω,,0,,2.57092500620724,0.00257092500620724,0.0066096553875416965,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00010287168264164807,R5,resistor,C,0,2000,Ω,,0,,3.42907499379276,0.00171453749689638,0.005879277656527409,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00010287168264164807,C6,capacitor,B,C,100,µF,,0,V,-0.0008812391373353989,-0.000856387509310865,7.546821899299176e-7,3.88291208585819e-11,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.00013606992513106618,V1,voltage,A,0,6,V,,0,,6,-0.005142690648019808,-0.03085614388811885,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00013606992513106618,R2,resistor,A,B,1000,Ω,,0,,2.5719280559405897,0.0025719280559405896,0.006614813924934341,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00013606992513106618,R3,resistor,B,0,1000,Ω,,0,,3.4280719440594103,0.0034280719440594105,0.011751677253647265,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00013606992513106618,R4,resistor,A,C,1000,Ω,,0,,2.5707625920792188,0.002570762592079219,0.006608820304833864,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00013606992513106618,R5,resistor,C,0,2000,Ω,,0,,3.4292374079207812,0.0017146187039603906,0.005879834599941619,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00013606992513106618,C6,capacitor,B,C,100,µF,,0,V,-0.0011654638613709523,-0.000856143888117419,9.978047617344676e-7,6.79153006080845e-11,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.00017092294101529423,V1,voltage,A,0,6,V,,0,,6,-0.005142648033326135,-0.03085588819995681,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00017092294101529423,R2,resistor,A,B,1000,Ω,,0,,2.5720559000188956,0.0025720559000188955,0.006615471552822011,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00017092294101529423,R3,resistor,B,0,1000,Ω,,0,,3.4279440999811044,0.0034279440999811046,0.011750800752595264,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00017092294101529423,R4,resistor,A,C,1000,Ω,,0,,2.5705921333072403,0.0025705921333072403,0.006607943915821069,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00017092294101529423,R5,resistor,C,0,2000,Ω,,0,,3.4294078666927597,0.00171470393334638,0.005880419158067093,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00017092294101529423,C6,capacitor,B,C,100,µF,,0,V,-0.0014637667116552677,-0.000855888199962936,0.000001252820656004293,1.0713064930750377e-10,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.00020577595689952224,V1,voltage,A,0,6,V,,0,,6,-0.005142605431360157,-0.030855632588160944,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00020577595689952224,R2,resistor,A,B,1000,Ω,,0,,2.572183705916838,0.002572183705916838,0.006616129016984079,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00020577595689952224,R3,resistor,B,0,1000,Ω,,0,,3.427816294083162,0.0034278162940831617,0.01174992454598202,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00020577595689952224,R4,resistor,A,C,1000,Ω,,0,,2.570421725443319,0.002570421725443319,0.006607067846631009,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00020577595689952224,R5,resistor,C,0,2000,Ω,,0,,3.429578274556681,0.0017147891372783406,0.0058810035706555915,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00020577595689952224,C6,capacitor,B,C,100,µF,,0,V,-0.0017619804735193867,-0.0008556325881659758,0.0000015076079128553045,1.552287594531801e-10,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.00024228751074554448,V1,voltage,A,0,6,V,,0,,6,-0.00514256081607236,-0.03085536489643416,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00024228751074554448,R2,resistor,A,B,1000,Ω,,0,,2.5723175517803116,0.0025723175517803117,0.006616817587197056,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00024228751074554448,R3,resistor,B,0,1000,Ω,,0,,3.4276824482196884,0.0034276824482196884,0.011749006965833317,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00024228751074554448,R4,resistor,A,C,1000,Ω,,0,,2.570243264292049,0.002570243264292049,0.006606150437638648,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00024228751074554448,R5,resistor,C,0,2000,Ω,,0,,3.429756735707951,0.0017148783678539753,0.005881615633067029,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00024228751074554448,C6,capacitor,B,C,100,µF,,0,V,-0.0020742874882624385,-0.000855364896438326,0.000001774272702580916,2.1513342919810476e-10,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0002787990645915667,V1,voltage,A,0,6,V,,0,,6,-0.0051425162147428006,-0.030855097288456805,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0002787990645915667,R2,resistor,A,B,1000,Ω,,0,,2.5724513557689885,0.0025724513557689884,0.006617505977797707,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0002787990645915667,R3,resistor,B,0,1000,Ω,,0,,3.4275486442310115,0.0034275486442310113,0.011748089708569845,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0002787990645915667,R4,resistor,A,C,1000,Ω,,0,,2.5700648589738138,0.002570064858973814,0.0066052333793320895,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0002787990645915667,R5,resistor,C,0,2000,Ω,,0,,3.4299351410261862,0.0017149675705130931,0.005882227535823162,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0002787990645915667,C6,capacitor,B,C,100,µF,,0,V,-0.002386496795174775,-0.0008550972884610614,0.000002040686938474963,2.8476834766897363e-10,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.00031697192323867305,V1,voltage,A,0,6,V,,0,,6,-0.005142469599270341,-0.030854817595622044,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00031697192323867305,R2,resistor,A,B,1000,Ω,,0,,2.5725912021889914,0.002572591202188991,0.006618225493580199,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00031697192323867305,R3,resistor,B,0,1000,Ω,,0,,3.4274087978110086,0.0034274087978110085,0.011747131067312302,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00031697192323867305,R4,resistor,A,C,1000,Ω,,0,,2.5698783970813492,0.0025698783970813494,0.006604274975785405,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00031697192323867305,R5,resistor,C,0,2000,Ω,,0,,3.4301216029186508,0.0017150608014593254,0.005882867105404607,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00031697192323867305,C6,capacitor,B,C,100,µF,,0,V,-0.0027128051076421578,-0.0008548175956220098,0.000002318953539505777,3.6796557760246893e-10,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0003551447818857794,V1,voltage,A,0,6,V,,0,,6,-0.005142422999044538,-0.030854537994267225,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0003551447818857794,R2,resistor,A,B,1000,Ω,,0,,2.5727310028664085,0.0025727310028664085,0.006618944813109996,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0003551447818857794,R3,resistor,B,0,1000,Ω,,0,,3.4272689971335915,0.0034272689971335916,0.011746172778713095,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0003551447818857794,R4,resistor,A,C,1000,Ω,,0,,2.569691996178129,0.002569691996178129,0.006603316955221938,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0003551447818857794,R5,resistor,C,0,2000,Ω,,0,,3.430308003821871,0.0017151540019109354,0.005883506500542194,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0003551447818857794,C6,capacitor,B,C,100,µF,,0,V,-0.0030390066882794997,-0.0008545379942669544,0.0000025969466799662233,4.6177808257037655e-10,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.00039498162155623436,V1,voltage,A,0,6,V,,0,,6,-0.005142374384082673,-0.030854246304496034,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00039498162155623436,R2,resistor,A,B,1000,Ω,,0,,2.5728768477508317,0.0025728768477508318,0.0066196952736922565,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00039498162155623436,R3,resistor,B,0,1000,Ω,,0,,3.4271231522491683,0.0034271231522491684,0.011745173100682276,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00039498162155623436,R4,resistor,A,C,1000,Ω,,0,,2.5694975363318395,0.0025694975363318396,0.006602317589215393,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00039498162155623436,R5,resistor,C,0,2000,Ω,,0,,3.4305024636681605,0.0017152512318340802,0.005884173576616659,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00039498162155623436,C6,capacitor,B,C,100,µF,,0,V,-0.0033793114189921702,-0.0008542463044955291,0.000002886764291413604,5.709872833265436e-10,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.00043481846122668934,V1,voltage,A,0,6,V,,0,,6,-0.005142325785715476,-0.030853954714292857,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00043481846122668934,R2,resistor,A,B,1000,Ω,,0,,2.573022642852429,0.002573022642852429,0.0066204455206312985,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00043481846122668934,R3,resistor,B,0,1000,Ω,,0,,3.426977357147571,0.003426977357147571,0.01174417380640215,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00043481846122668934,R4,resistor,A,C,1000,Ω,,0,,2.5693031428630455,0.0025693031428630454,0.006601318639925923,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00043481846122668934,R5,resistor,C,0,2000,Ω,,0,,3.4306968571369545,0.0017153484285684772,0.005884840462784688,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00043481846122668934,C6,capacitor,B,C,100,µF,,0,V,-0.003719499989383479,-0.0008539547142932874,0.0000031762845507478543,6.917340085511849e-10,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.00047632188593613867,V1,voltage,A,0,6,V,,0,,6,-0.005142275172227638,-0.03085365103336583,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00047632188593613867,R2,resistor,A,B,1000,Ω,,0,,2.573174483315468,0.002573174483315468,0.006621226921585826,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00047632188593613867,R3,resistor,B,0,1000,Ω,,0,,3.426825516684532,0.003426825516684532,0.01174313312180021,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00047632188593613867,R4,resistor,A,C,1000,Ω,,0,,2.5691006889121693,0.0025691006889121694,0.006600278349768983,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00047632188593613867,R5,resistor,C,0,2000,Ω,,0,,3.4308993110878307,0.0017154496555439153,0.005885535041411476,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.00047632188593613867,C6,capacitor,B,C,100,µF,,0,V,-0.004073794403298692,-0.0008536510333677311,0.0000034775988021036074,8.297900420173871e-10,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.000517825310645588,V1,voltage,A,0,6,V,,0,,6,-0.005142224576738955,-0.03085334746043373,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.000517825310645588,R2,resistor,A,B,1000,Ω,,0,,2.5733262697815036,0.0025733262697815035,0.006622008090747588,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.000517825310645588,R3,resistor,B,0,1000,Ω,,0,,3.4266737302184964,0.0034266737302184962,0.011742092853369544,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.000517825310645588,R4,resistor,A,C,1000,Ω,,0,,2.5688983069574527,0.0025688983069574525,0.006599238511488866,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.000517825310645588,R5,resistor,C,0,2000,Ω,,0,,3.4311016930425473,0.0017155508465212736,0.005886229413999717,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.000517825310645588,C6,capacitor,B,C,100,µF,,0,V,-0.004427962824050891,-0.0008533474604363506,0.0000037785908308103985,9.803427385588369e-10,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0005609978646586947,V1,voltage,A,0,6,V,,0,,6,-0.005142171965937159,-0.030853031795622956,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0005609978646586947,R2,resistor,A,B,1000,Ω,,0,,2.5734841021869617,0.0025734841021869616,0.006622820424209032,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0005609978646586947,R3,resistor,B,0,1000,Ω,,0,,3.4265158978130383,0.0034265158978130385,0.011741011197965492,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0005609978646586947,R4,resistor,A,C,1000,Ω,,0,,2.5686878637501955,0.0025686878637501956,0.006598157341377543,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0005609978646586947,R5,resistor,C,0,2000,Ω,,0,,3.4313121362498045,0.0017156560681249023,0.0058869514881875985,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0005609978646586947,C6,capacitor,B,C,100,µF,,0,V,-0.0047962384367661315,-0.000853031795625148,0.000004091343885960966,1.1501951571156412e-9,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0006041704186718013,V1,voltage,A,0,6,V,,0,,6,-0.005142119374596792,-0.03085271624758075,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006041704186718013,R2,resistor,A,B,1000,Ω,,0,,2.5736418762080624,0.0025736418762080625,0.006623632506971756,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006041704186718013,R3,resistor,B,0,1000,Ω,,0,,3.4263581237919376,0.0034263581237919376,0.011739929992475006,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006041704186718013,R4,resistor,A,C,1000,Ω,,0,,2.568477498388729,0.002568477498388729,0.006597076659729224,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006041704186718013,R5,resistor,C,0,2000,Ω,,0,,3.431522501611271,0.0017157612508056355,0.005887673339532238,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006041704186718013,C6,capacitor,B,C,100,µF,,0,V,-0.005164377819333321,-0.0008527162475850439,0.000004403748875213342,1.3335399130410993e-9,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0006490146000225599,V1,voltage,A,0,6,V,,0,,6,-0.005142064767925962,-0.030852388607555774,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006490146000225599,R2,resistor,A,B,1000,Ω,,0,,2.573805696219142,0.002573805696219142,0.0066244757618901026,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006490146000225599,R3,resistor,B,0,1000,Ω,,0,,3.426194303780858,0.003426194303780858,0.0117388074072604,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006490146000225599,R4,resistor,A,C,1000,Ω,,0,,2.5682590717068208,0.002568259071706821,0.006595954659404381,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006490146000225599,R5,resistor,C,0,2000,Ω,,0,,3.4317409282931792,0.0017158704641465896,0.005888422899461266,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006490146000225599,C6,capacitor,B,C,100,µF,,0,V,-0.005546624512321241,-0.0008523886075611331,0.000004727879544721951,1.5382521740341422e-9,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0006938587813733184,V1,voltage,A,0,6,V,,0,,6,-0.005142010182237114,-0.030852061093422686,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006938587813733184,R2,resistor,A,B,1000,Ω,,0,,2.573969453285696,0.002573969453285696,0.006625318746447865,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006938587813733184,R3,resistor,B,0,1000,Ω,,0,,3.426030546714304,0.003426030546714304,0.011737685307019513,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006938587813733184,R4,resistor,A,C,1000,Ω,,0,,2.5680407289514187,0.0025680407289514185,0.006594833185553334,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006938587813733184,R5,resistor,C,0,2000,Ω,,0,,3.4319592710485813,0.0017159796355242906,0.005889172219068155,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0006938587813733184,C6,capacitor,B,C,100,µF,,0,V,-0.00592872433427738,-0.0008520610934280683,0.00000505163533889798,1.7574886115926377e-9,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.000740377051374815,V1,voltage,A,0,6,V,,0,,6,-0.005141953581365956,-0.030851721488195732,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.000740377051374815,R2,resistor,A,B,1000,Ω,,0,,2.574139255900887,0.002574139255900887,0.006626192908769972,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.000740377051374815,R3,resistor,B,0,1000,Ω,,0,,3.425860744099113,0.0034258607440991132,0.01173652183795933,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.000740377051374815,R4,resistor,A,C,1000,Ω,,0,,2.567814325465069,0.002567814325465069,0.0065936704100636265,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.000740377051374815,R5,resistor,C,0,2000,Ω,,0,,3.432185674534931,0.0017160928372674654,0.0058899492522414,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.000740377051374815,C6,capacitor,B,C,100,µF,,0,V,-0.006324930435817944,-0.0008517214881976851,0.000005387079163541692,2.0002372508968078e-9,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0007868953213763114,V1,voltage,A,0,6,V,,0,,6,-0.005141897003053665,-0.030851382018321993,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0007868953213763114,R2,resistor,A,B,1000,Ω,,0,,2.574308990837755,0.002574308990837755,0.006627066780308101,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0007868953213763114,R3,resistor,B,0,1000,Ω,,0,,3.425691009162245,0.003425691009162245,0.01173535889025504,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0007868953213763114,R4,resistor,A,C,1000,Ω,,0,,2.5675880122159094,0.0025675880122159093,0.006592508200474845,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0007868953213763114,R5,resistor,C,0,2000,Ω,,0,,3.4324119877840906,0.0017162059938920452,0.005890726026941966,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0007868953213763114,C6,capacitor,B,C,100,µF,,0,V,-0.006720978621845841,-0.0008513820183234589,0.000005722120344175931,2.2585776817654407e-9,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0008350901138790388,V1,voltage,A,0,6,V,,0,,6,-0.005141838409858675,-0.03085103045915205,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0008350901138790388,R2,resistor,A,B,1000,Ω,,0,,2.574484770422221,0.002574484770422221,0.006627971833135956,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0008350901138790388,R3,resistor,B,0,1000,Ω,,0,,3.425515229577779,0.0034255152295777787,0.011734154588069303,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0008350901138790388,R4,resistor,A,C,1000,Ω,,0,,2.567353639436451,0.002567353639436451,0.006591304709927591,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0008350901138790388,R5,resistor,C,0,2000,Ω,,0,,3.432646360563549,0.0017163231802817744,0.005891530518345089,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0008350901138790388,C6,capacitor,B,C,100,µF,,0,V,-0.007131130985770007,-0.0008510304591537652,0.000006068809677105491,2.5426514568104552e-9,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0008832849063817662,V1,voltage,A,0,6,V,,0,,6,-0.005141779840858578,-0.03085067904515147,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0008832849063817662,R2,resistor,A,B,1000,Ω,,0,,2.574660477422512,0.002574660477422512,0.006628876574001517,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0008832849063817662,R3,resistor,B,0,1000,Ω,,0,,3.425339522577488,0.003425339522577488,0.011732950844931374,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0008832849063817662,R4,resistor,A,C,1000,Ω,,0,,2.5671193634360656,0.0025671193634360656,0.006590101826128391,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0008832849063817662,R5,resistor,C,0,2000,Ω,,0,,3.4328806365639344,0.0017164403182819673,0.005892334732447802,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0008832849063817662,C6,capacitor,B,C,100,µF,,0,V,-0.007541113986446302,-0.0008506790451542943,0.000006415067645389833,2.8434200078288014e-9,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0009331586354647545,V1,voltage,A,0,6,V,,0,,6,-0.005141719257420221,-0.030850315544521327,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0009331586354647545,R2,resistor,A,B,1000,Ω,,0,,2.5748422277388463,0.0025748422277388464,0.006629812497747145,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0009331586354647545,R3,resistor,B,0,1000,Ω,,0,,3.4251577722611537,0.0034251577722611538,0.011731705764880989,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0009331586354647545,R4,resistor,A,C,1000,Ω,,0,,2.5668770296813745,0.0025668770296813745,0.006588857685505876,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0009331586354647545,R5,resistor,C,0,2000,Ω,,0,,3.4331229703186255,0.0017165614851593128,0.005893166664664691,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0009331586354647545,C6,capacitor,B,C,100,µF,,0,V,-0.007965198057471756,-0.0008503155445220319,0.000006772931723464927,3.172219004737592e-9,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0009830323645477427,V1,voltage,A,0,6,V,,0,,6,-0.005141658699869196,-0.030849952199215176,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0009830323645477427,R2,resistor,A,B,1000,Ω,,0,,2.5750239003919195,0.0025750239003919195,0.006630748087589614,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0009830323645477427,R3,resistor,B,0,1000,Ω,,0,,3.4249760996080805,0.0034249760996080806,0.01173046128288658,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0009830323645477427,R4,resistor,A,C,1000,Ω,,0,,2.5666347994772765,0.0025666347994772764,0.006587614193887759,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0009830323645477427,R5,resistor,C,0,2000,Ω,,0,,3.4333652005227235,0.0017166826002613619,0.005893998300080221,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0009830323645477427,C6,capacitor,B,C,100,µF,,0,V,-0.008389100914643066,-0.0008499521992148401,0.0000071303347718361005,3.518850707803256e-9,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
0.0010345874311281976,V1,voltage,A,0,6,V,,0,,6,-0.0051415961284593725,-0.030849576770756233,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0010345874311281976,R2,resistor,A,B,1000,Ω,,0,,2.575211614621915,0.002575211614621915,0.006631714860083611,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0010345874311281976,R3,resistor,B,0,1000,Ω,,0,,3.424788385378085,0.003424788385378085,0.011729175484620631,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0010345874311281976,R4,resistor,A,C,1000,Ω,,0,,2.5663845138374564,0.002566384513837456,0.006586329472864717,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0010345874311281976,R5,resistor,C,0,2000,Ω,,0,,3.4336154861625436,0.0017168077430812717,0.00589485765340762,0,true,true,backward_euler_step_doubling,0.00002,,0.6
0.0010345874311281976,C6,capacitor,B,C,100,µF,,0,V,-0.008827100784458697,-0.0008495767707565734,0.000007499299779603235,3.895885412949567e-9,true,true,backward_euler_step_doubling,0.00002,1e-7,0.6
