time_s,component,type,terminal_a,terminal_b,value,unit,closed,initial_value,initial_unit,voltage_a_minus_b_V,current_a_to_b_A,power_absorbed_W,stored_energy_J,voltage_known,current_known,method,relative_local_tolerance,absolute_state_tolerance,window_s,source_waveform,source_amplitude,source_frequency_Hz,source_phase_deg,pulse_width_percent,pulse_edge_percent
0.000019651965247795886,C3,capacitor,A,0,10,µF,,0,V,0.0000026047151968533364,0.0000023556311145394113,6.135748162221367e-12,3.392270628359357e-17,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00002210935893589277,I1,current,0,A,0,A,,0,,-0.0000032558918851998148,0.000002653123072307473,-8.638281881562303e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00002210935893589277,R2,resistor,A,0,1000,Ω,,0,,0.0000032558918851998148,3.2558918851998146e-9,1.0600831968110003e-14,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00002210935893589277,C3,capacitor,A,0,10,µF,,0,V,0.0000032558918851998148,0.000002649867180422273,8.627681049594191e-12,5.300415984055002e-17,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.000024566752623989655,I1,current,0,A,0,A,,0,,-0.000003979356194742987,0.0000029480103148786797,-1.1731183108678699e-11,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.000024566752623989655,R2,resistor,A,0,1000,Ω,,0,,0.000003979356194742987,3.9793561947429874e-9,1.583527572463939e-14,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.000024566752623989655,C3,capacitor,A,0,10,µF,,0,V,0.000003979356194742987,0.0000029440309586839354,1.1715347832954054e-11,7.917637862319693e-17,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.000027025088091578045,I1,current,0,A,0,A,,0,,-0.000004775423026405949,0.0000032430105709897463,-1.548674735558234e-11,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.000027025088091578045,R2,resistor,A,0,1000,Ω,,0,,0.000004775423026405949,4.775423026405949e-9,2.2804665081128157e-14,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.000027025088091578045,C3,capacitor,A,0,10,µF,,0,V,0.000004775423026405949,0.000003238235147963342,1.546394269050122e-11,1.1402332540564078e-16,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.000029483423559166434,I1,current,0,A,0,A,,0,,-0.000005643797341785596,0.000003538010827100813,-1.9967816101200226e-11,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.000029483423559166434,R2,resistor,A,0,1000,Ω,,0,,0.000005643797341785596,5.643797341785596e-9,3.1852448435146157e-14,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.000029483423559166434,C3,capacitor,A,0,10,µF,,0,V,0.000005643797341785596,0.0000035323670297590245,1.9935963652765064e-11,1.5926224217573075e-16,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.000031942772516167504,I1,current,0,A,0,A,,0,,-0.000006584878981516434,0.0000038331327019403,-2.524071496236998e-11,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.000031942772516167504,R2,resistor,A,0,1000,Ω,,0,,0.000006584878981516434,6.5848789815164335e-9,4.33606312012169e-14,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.000031942772516167504,C3,capacitor,A,0,10,µF,,0,V,0.000006584878981516434,0.000003826547822958781,2.5197354331168743e-11,2.168031560060845e-16,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00003440212147316857,I1,current,0,A,0,A,,0,,-0.000007598292155091597,0.000004128254576779788,-3.1367684364966844e-11,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00003440212147316857,R2,resistor,A,0,1000,Ω,,0,,0.000007598292155091597,7.598292155091597e-9,5.773404367412651e-14,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00003440212147316857,C3,capacitor,A,0,10,µF,,0,V,0.000007598292155091597,0.000004120656284624694,3.1309950321292695e-11,2.886702183706325e-16,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00003686255572687432,I1,current,0,A,0,A,,0,,-0.000008684530121027513,0.000004423506687225576,-3.841607706577715e-11,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00003686255572687432,R2,resistor,A,0,1000,Ω,,0,,0.000008684530121027513,8.684530121027514e-9,7.542106342303416e-14,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00003686255572687432,C3,capacitor,A,0,10,µF,,0,V,0.000008684530121027513,0.0000044148221571045496,3.834065600235412e-11,3.7710531711517076e-16,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00003932298998058008,I1,current,0,A,0,A,,0,,-0.00000984312786220788,0.000004718758797668699,-4.6447346196371325e-11,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00003932298998058008,R2,resistor,A,0,1000,Ω,,0,,0.00000984312786220788,9.843127862207882e-9,9.688716611177309e-14,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00003932298998058008,C3,capacitor,A,0,10,µF,,0,V,0.00000984312786220788,0.000004708915669806492,4.6350459030259566e-11,4.844358305588655e-16,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00004178458143786034,I1,current,0,A,0,A,,0,,-0.00001107468055286553,0.0000050141497725437745,-5.553010697514566e-11,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00004178458143786034,R2,resistor,A,0,1000,Ω,,0,,0.00001107468055286553,1.1074680552865529e-8,1.2264854934801793e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00004178458143786034,C3,capacitor,A,0,10,µF,,0,V,0.00001107468055286553,0.000005003075091990908,5.540745842579763e-11,6.132427467400897e-16,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.000044246172895140604,I1,current,0,A,0,A,,0,,-0.000012378625455590207,0.000005309540747416186,-6.572481625345944e-11,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.000044246172895140604,R2,resistor,A,0,1000,Ω,,0,,0.000012378625455590207,1.2378625455590207e-8,1.5323036816978587e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.000044246172895140604,C3,capacitor,A,0,10,µF,,0,V,0.000012378625455590207,0.000005297162121960588,6.557158588528956e-11,7.661518408489293e-16,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00004670899356469494,I1,current,0,A,0,A,,0,,-0.000013755668178861224,0.000005605079227763099,-7.71016099733369e-11,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00004670899356469494,R2,resistor,A,0,1000,Ω,,0,,0.000013755668178861224,1.3755668178861223e-8,1.8921840704693525e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00004670899356469494,C3,capacitor,A,0,10,µF,,0,V,0.000013755668178861224,0.000005591323559584236,7.691239156628994e-11,9.460920352346762e-16,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00004917181423424927,I1,current,0,A,0,A,,0,,-0.000015205139751082145,0.000005900617708110012,-8.971971686952277e-11,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00004917181423424927,R2,resistor,A,0,1000,Ω,,0,,0.000015205139751082145,1.5205139751082144e-8,2.311962748499384e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00004917181423424927,C3,capacitor,A,0,10,µF,,0,V,0.000015205139751082145,0.000005885412568358921,8.94885205946727e-11,1.155981374249692e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00005163593622887114,I1,current,0,A,0,A,,0,,-0.000016727864755229136,0.000006196312347465316,-1.0365107492955617e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00005163593622887114,R2,resistor,A,0,1000,Ω,,0,,0.000016727864755229136,1.6727864755229136e-8,2.798214592692371e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00005163593622887114,C3,capacitor,A,0,10,µF,,0,V,0.000016727864755229136,0.000006179584482710085,1.033712534702869e-10,1.3991072963461855e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.000054100058223493,I1,current,0,A,0,A,,0,,-0.00001832305945039478,0.0000064920069868179556,-1.1895342997184367e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.000054100058223493,R2,resistor,A,0,1000,Ω,,0,,0.00001832305945039478,1.8323059450394778e-8,3.3573450762270143e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.000054100058223493,C3,capacitor,A,0,10,µF,,0,V,0.00001832305945039478,0.000006473683927367549,1.1861769546422076e-10,1.678672538113507e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00005656555376236276,I1,current,0,A,0,A,,0,,-0.000019991675957063857,0.000006787866451483993,-1.3570082653789291e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00005656555376236276,R2,resistor,A,0,1000,Ω,,0,,0.000019991675957063857,1.9991675957063857e-8,3.996671075722451e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00005656555376236276,C3,capacitor,A,0,10,µF,,0,V,0.000019991675957063857,0.000006767874775526924,1.3530115943032054e-10,1.9983355378612254e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.000059031049301232514,I1,current,0,A,0,A,,0,,-0.000021732807207625843,0.000007083725916147365,-1.5394924964729343e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.000059031049301232514,R2,resistor,A,0,1000,Ω,,0,,0.000021732807207625843,2.1732807207625842e-8,4.723149091238338e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.000059031049301232514,C3,capacitor,A,0,10,µF,,0,V,0.000021732807207625843,0.000007061993108939729,1.5347693473816938e-10,2.361574545619169e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00006149799071214719,I1,current,0,A,0,A,,0,,-0.000023547541446824167,0.000007379758885458721,-1.7377517822290815e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00006149799071214719,R2,resistor,A,0,1000,Ω,,0,,0.000023547541446824167,2.3547541446824166e-8,5.544867081899019e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00006149799071214719,C3,capacitor,A,0,10,µF,,0,V,0.000023547541446824167,0.000007356211344011888,1.7322069151471804e-10,2.7724335409495098e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00006396493212306187,I1,current,0,A,0,A,,0,,-0.000025434839699699378,0.00000767579185476741,-1.9523253539426727e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00006396493212306187,R2,resistor,A,0,1000,Ω,,0,,0.000025434839699699378,2.543483969969938e-8,6.469310705494036e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00006396493212306187,C3,capacitor,A,0,10,µF,,0,V,0.000025434839699699378,0.000007650357015067698,1.9458560432371751e-10,3.2346553527470172e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00006643339184477935,I1,current,0,A,0,A,,0,,-0.00002739593494685478,0.00000797200702137335,-2.1840058575341385e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00006643339184477935,R2,resistor,A,0,1000,Ω,,0,,0.00002739593494685478,2.739593494685478e-8,7.50537251612299e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00006643339184477935,C3,capacitor,A,0,10,µF,,0,V,0.00002739593494685478,0.000007944611086426482,2.1765004850180118e-10,3.752686258061495e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00006890185156649685,I1,current,0,A,0,A,,0,,-0.000029429647700981132,0.000008268222187979291,-2.433308661056659e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00006890185156649685,R2,resistor,A,0,1000,Ω,,0,,0.000029429647700981132,2.9429647700981134e-8,8.66104163803864e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00006890185156649685,C3,capacitor,A,0,10,µF,,0,V,0.000029429647700981132,0.000008238792540278298,2.424647619418617e-10,4.3305208190193195e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00007137190215101527,I1,current,0,A,0,A,,0,,-0.00003153736431598029,0.000008564628258120877,-2.7010580160729777e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00007137190215101527,R2,resistor,A,0,1000,Ω,,0,,0.00003153736431598029,3.153736431598029e-8,9.94605347998867e-13,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00007137190215101527,C3,capacitor,A,0,10,µF,,0,V,0.00003153736431598029,0.000008533090893804888,2.6911119625929864e-10,4.973026739994334e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.0000738419527355337,I1,current,0,A,0,A,,0,,-0.00003371775616184557,0.000008861034328265127,-2.987741948221866e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.0000738419527355337,R2,resistor,A,0,1000,Ω,,0,,0.00003371775616184557,3.371775616184557e-8,1.136887080589675e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.0000738419527355337,C3,capacitor,A,0,10,µF,,0,V,0.00003371775616184557,0.000008827316572103262,2.976373077415963e-10,5.6844354029483745e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00007631366685041736,I1,current,0,A,0,A,,0,,-0.00003597237163012753,0.000009157640022049663,-3.2942203012809976e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00007631366685041736,R2,resistor,A,0,1000,Ω,,0,,0.00003597237163012753,3.597237163012753e-8,1.2940115206960041e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00007631366685041736,C3,capacitor,A,0,10,µF,,0,V,0.00003597237163012753,0.000009121667650419525,3.2812801860740334e-10,6.470057603480019e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00007878538096530101,I1,current,0,A,0,A,,0,,-0.00003829972429135605,0.000009454245715836863,-3.6209500429928595e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00007878538096530101,R2,resistor,A,0,1000,Ω,,0,,0.00003829972429135605,3.829972429135605e-8,1.4668688807938888e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00007878538096530101,C3,capacitor,A,0,10,µF,,0,V,0.00003829972429135605,0.000009415945991545498,3.6062813541849175e-10,7.334344403969443e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.0000812588313960314,I1,current,0,A,0,A,,0,,-0.00004070153326706273,0.000009751059767522996,-3.968830835169542e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.0000812588313960314,R2,resistor,A,0,1000,Ω,,0,,0.00004070153326706273,4.0701533267062735e-8,1.6566148102898145e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.0000812588313960314,C3,capacitor,A,0,10,µF,,0,V,0.00004070153326706273,0.00000971035823425592,3.9522646870666385e-10,8.28307405144907e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00008373228182676182,I1,current,0,A,0,A,,0,,-0.000043176145644064085,0.000010047873819211795,-4.338284634314669e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.00008373228182676182,R2,resistor,A,0,1000,Ω,,0,,0.000043176145644064085,4.3176145644064086e-8,1.864179552677434e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.00008373228182676182,C3,capacitor,A,0,10,µF,,0,V,0.000043176145644064085,0.000010004697673567718,4.3196428387878887e-10,9.320897763387169e-15,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.0000862075414790455,I1,current,0,A,0,A,,0,,-0.00004572545999519139,0.000010344904977486635,-4.730255387021214e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
0.0000862075414790455,R2,resistor,A,0,1000,Ω,,0,,0.00004572545999519139,4.572545999519139e-8,2.0908176917718483e-12,0,true,true,backward_euler_step_doubling,0.00002,,0.3,,,,,,
0.0000862075414790455,C3,capacitor,A,0,10,µF,,0,V,0.00004572545999519139,0.000010299179517491437,4.709347210103493e-10,1.045408845885924e-14,true,true,backward_euler_step_doubling,0.00002,1e-7,0.3,,,,,,
0.00008868280113132918,I1,current,0,A,0,A,,0,,-0.00004834764821080384,0.000010641936135758811,-5.145125845735082e-10,0,true,true,backward_euler_step_doubling,0.00002,,0.3,triangle,0.003,10,0,50,2
