time_s,source_voltage_V,selected_part_voltage_V,selected_branch_current_A,total_stored_energy_J
0,0,-38.12769506948145,0.04971186515015807,0.07280962004240334
0.00025,0.9415091487341394,-37.88600817768717,0.1435382483152118,0.07279764221845889
0.0005,1.8772135804827705,-37.410741447101294,0.23647967044809115,0.072774310507855
0.0007500000000000001,2.8013443662708655,-36.70482505516012,0.32796311677518786,0.07274019941474026
0.001,3.7082039324993685,-35.772611211160985,0.41742456142856227,0.07269614886743542
0.00125,4.592201188381077,-34.6198473234447,0.5043124448529774,0.07264324353661043
0.0015000000000000002,5.447885996874563,-33.253640564711944,0.5880910743539687,0.07258278612709303
0.0017500000000000003,6.269982776591387,-31.682414053940125,0.6682439268214407,0.07251626530095208
0.002,7.053423027509678,-29.915854925054006,0.7442768332664036,0.07244531902169718
0.0022500000000000003,7.793376579962205,-27.964854602523676,0.8157210255371173,0.0723716942221808
0.0025,8.48528137423857,-25.84144165211099,0.8821360264306278,0.0722972037893137
0.0027500000000000003,9.124871587200373,-23.55870762076169,0.9431123653811979,0.07222368192477266
0.0030000000000000005,9.708203932499371,-21.13072632286515,0.9982741029825072,0.07215293898086778
0.0032500000000000003,10.231681972249108,-18.572467070508605,1.047281148779104,0.07208671688366032
0.0035000000000000005,10.692078290260415,-15.899702382690368,1.0898313580371564,0.07202664624096211
0.00375,11.08655439013544,-13.128910742495288,1.1256623945672075,0.07197420619135939
0.004,11.412678195541842,-10.27717500176687,1.1545533481140213,0.07193068798291193
0.00425,11.66843904477212,-7.362077059645073,1.1763260963417648,0.07189716317834036
0.0045000000000000005,11.852260087141653,-4.401589464311522,1.1908464030174402,0.0718744572695957
0.004750000000000001,11.963008004797535,-1.4139646062534659,1.1980247456219,0.07186312935150779
0.005,12,1.5823778137930786,1.1978168672859468,0.0718634583550152
0.00525,11.963008004797535,4.568964348423587,1.190224049648648,0.07187543617895967
0.0055000000000000005,11.852260087141651,7.527381698511233,1.175293104955606,0.07189876788956354
0.005750000000000001,11.668439044772118,10.43939023731914,1.153116087445896,0.07193287898267829
0.006000000000000001,11.41267819554184,13.28703646386446,1.123829725807072,0.07197692952998311
0.00625,11.08655439013544,16.05276369222205,1.0876145801973414,0.07202983486080808
0.006500000000000001,10.692078290260412,18.71952029433151,1.0446939290321455,0.07209029227032553
0.006750000000000001,10.231681972249104,21.270864828954227,0.9953323923984829,0.07215681309646649
0.007000000000000001,9.708203932499366,23.69106740862612,0.9398343005840766,0.07222775937572136
0.007250000000000001,9.124871587200369,25.965206679644492,0.8785418177799507,0.07230138417523774
0.0075,8.485281374238571,28.079261817175453,0.8118328325244119,0.07237587460810485
0.00775,7.793376579962205,30.02019896830147,0.7401186278945483,0.07244939647264587
0.008,7.0534230275096785,31.77605161005876,0.6638413458092964,0.07252013941655078
0.00825,6.269982776591383,33.335994327030626,0.5834712610774817,0.07258636151375823
0.0085,5.447885996874557,34.69040955363334,0.4995038819972417,0.07264643215645646
0.00875,4.592201188381074,35.830946869606116,0.4124568953825927,0.07269887220605915
0.009000000000000001,3.7082039324993654,36.75057448312887,0.32286697485207433,0.07274239041450663
0.009250000000000001,2.801344366270861,37.443622584157,0.23128647205742894,0.07277591521907817
0.009500000000000001,1.8772135804827665,37.905818300685794,0.13828001125199296,0.07279862112782284
0.009750000000000002,0.9415091487341302,38.13431204242718,0.044421008194418084,0.07280994904591075
0.01,1.4695761589768238e-15,38.12769506948145,-0.04971186515015797,0.07280962004240334
0.010250000000000002,-0.9415091487341485,37.88600817768716,-0.14353824831521278,0.07279764221845889
0.0105,-1.877213580482774,37.410741447101294,-0.2364796704480916,0.072774310507855
0.01075,-2.8013443662708633,36.70482505516012,-0.32796311677518775,0.07274019941474026
0.011000000000000001,-3.708203932499373,35.772611211160985,-0.41742456142856277,0.0726961488674354
0.01125,-4.592201188381076,34.6198473234447,-0.5043124448529774,0.07264324353661043
0.011500000000000002,-5.4478859968745645,33.25364056471194,-0.5880910743539689,0.07258278612709301
0.01175,-6.269982776591384,31.68241405394013,-0.6682439268214405,0.07251626530095208
0.012000000000000002,-7.053423027509684,29.915854925053985,-0.7442768332664044,0.07244531902169718
0.01225,-7.793376579962207,27.96485460252367,-0.8157210255371175,0.07237169422218079
0.0125,-8.485281374238571,25.841441652110984,-0.882136026430628,0.0722972037893137
0.012750000000000001,-9.124871587200374,23.55870762076169,-0.9431123653811981,0.07222368192477267
0.013000000000000001,-9.708203932499375,21.130726322865133,-0.9982741029825075,0.07215293898086778
0.013250000000000001,-10.23168197224911,18.572467070508605,-1.047281148779104,0.07208671688366032
0.013500000000000002,-10.692078290260419,15.899702382690348,-1.0898313580371566,0.07202664624096211
0.01375,-11.086554390135442,13.128910742495277,-1.1256623945672075,0.07197420619135937
0.014000000000000002,-11.412678195541845,10.277175001766842,-1.1545533481140215,0.07193068798291193
0.01425,-11.66843904477212,7.3620770596450695,-1.1763260963417648,0.07189716317834036
0.014500000000000002,-11.852260087141655,4.401589464311502,-1.1908464030174402,0.07187445726959568
0.014750000000000001,-11.963008004797535,1.4139646062534623,-1.1980247456219,0.07186312935150779
0.015,-12,-1.5823778137930737,-1.1978168672859468,0.0718634583550152
0.015250000000000001,-11.963008004797535,-4.568964348423591,-1.190224049648648,0.07187543617895967
0.0155,-11.852260087141653,-7.5273816985112205,-1.175293104955606,0.07189876788956352
0.01575,-11.668439044772118,-10.439390237319143,-1.1531160874458959,0.07193287898267826
0.016,-11.412678195541844,-13.287036463864439,-1.1238297258070724,0.07197692952998314
0.01625,-11.08655439013544,-16.05276369222206,-1.0876145801973414,0.07202983486080809
0.0165,-10.692078290260412,-18.71952029433152,-1.0446939290321453,0.07209029227032554
0.01675,-10.231681972249104,-21.270864828954227,-0.9953323923984829,0.07215681309646649
0.017,-9.708203932499364,-23.691067408626132,-0.9398343005840764,0.07222775937572137
0.01725,-9.12487158720037,-25.96520667964449,-0.8785418177799508,0.07230138417523774
0.0175,-8.485281374238564,-28.07926181717547,-0.8118328325244112,0.07237587460810485
0.017750000000000002,-7.793376579962201,-30.02019896830148,-0.740118627894548,0.07244939647264587
0.018000000000000002,-7.053423027509671,-31.77605161005878,-0.6638413458092958,0.07252013941655079
0.018250000000000002,-6.269982776591375,-33.33599432703064,-0.5834712610774809,0.07258636151375822
0.018500000000000003,-5.447885996874554,-34.69040955363334,-0.4995038819972414,0.07264643215645644
0.01875,-4.5922011883810745,-35.830946869606116,-0.4124568953825929,0.07269887220605915
0.019000000000000003,-3.7082039324993614,-36.75057448312887,-0.32286697485207394,0.07274239041450661
0.01925,-2.8013443662708624,-37.443622584157,-0.23128647205742908,0.07277591521907818
0.019500000000000003,-1.877213580482752,-37.9058183006858,-0.13828001125199152,0.07279862112782286
0.01975,-0.9415091487341369,-38.13431204242718,-0.04442100819441876,0.07280994904591075
0.02,-2.9391523179536475e-15,-38.12769506948145,0.049711865150157825,0.07280962004240334
0.02025,0.9415091487341416,-37.88600817768717,0.1435382483152121,0.07279764221845889
0.020500000000000004,1.8772135804827883,-37.41074144710128,0.236479670448093,0.07277431050785499
0.02075,2.8013443662708672,-36.70482505516012,0.32796311677518813,0.07274019941474028
0.021,3.708203932499376,-35.77261121116098,0.4174245614285631,0.07269614886743539
0.02125,4.592201188381079,-34.6198473234447,0.5043124448529778,0.07264324353661046
0.0215,5.447885996874559,-33.253640564711944,0.5880910743539683,0.07258278612709303
0.021750000000000002,6.269982776591398,-31.682414053940104,0.6682439268214416,0.07251626530095207
0.022000000000000002,7.053423027509683,-29.91585492505399,0.7442768332664043,0.0724453190216972
0.022250000000000002,7.793376579962214,-27.96485460252365,0.8157210255371181,0.07237169422218079
0.0225,8.485281374238568,-25.841441652111,0.8821360264306276,0.07229720378931372
0.02275,9.124871587200373,-23.55870762076169,0.9431123653811979,0.07222368192477265
0.023000000000000003,9.708203932499373,-21.130726322865137,0.9982741029825074,0.07215293898086778
0.023250000000000003,10.231681972249113,-18.572467070508576,1.0472811487791045,0.0720867168836603
0.0235,10.692078290260412,-15.899702382690384,1.089831358037156,0.07202664624096208
0.02375,11.086554390135442,-13.12891074249528,1.1256623945672075,0.07197420619135937
0.024000000000000004,11.412678195541847,-10.277175001766814,1.1545533481140218,0.07193068798291193
0.024250000000000004,11.668439044772123,-7.362077059645042,1.176326096341765,0.07189716317834036
0.0245,11.852260087141653,-4.401589464311506,1.1908464030174402,0.07187445726959568
0.02475,11.963008004797535,-1.413964606253467,1.1980247456219,0.07186312935150779
0.025,12,1.5823778137931028,1.1978168672859468,0.07186345835501522
0.025250000000000005,11.963008004797533,4.568964348423653,1.1902240496486478,0.07187543617895967
0.025500000000000002,11.852260087141651,7.527381698511216,1.175293104955606,0.07189876788956352
0.025750000000000002,11.668439044772116,10.43939023731914,1.153116087445896,0.07193287898267829
0.026000000000000002,11.412678195541837,13.287036463864467,1.123829725807072,0.07197692952998312
0.02625,11.08655439013544,16.052763692222026,1.0876145801973418,0.07202983486080809
0.026500000000000003,10.692078290260412,18.71952029433149,1.044693929032146,0.07209029227032554
0.026750000000000003,10.2316819722491,21.270864828954224,0.995332392398483,0.07215681309646647
0.027000000000000003,9.708203932499359,23.691067408626132,0.9398343005840765,0.07222775937572137
0.02725,9.12487158720037,25.965206679644464,0.8785418177799516,0.07230138417523774
0.0275,8.485281374238566,28.079261817175446,0.8118328325244121,0.07237587460810485
0.027750000000000004,7.793376579962194,30.020198968301475,0.7401186278945481,0.07244939647264587
0.028000000000000004,7.0534230275096625,31.77605161005877,0.6638413458092959,0.07252013941655078
0.02825,6.269982776591386,33.335994327030605,0.5834712610774829,0.07258636151375822
0.0285,5.447885996874556,34.69040955363332,0.4995038819972425,0.07264643215645644
0.02875,4.5922011883810665,35.830946869606116,0.412456895382593,0.07269887220605917
0.029000000000000005,3.7082039324993525,36.75057448312887,0.3228669748520741,0.07274239041450661
0.02925,2.801344366270864,37.443622584156984,0.23128647205743028,0.07277591521907817
0.029500000000000002,1.877213580482764,37.905818300685794,0.1382800112519938,0.07279862112782286
0.029750000000000002,0.9415091487341278,38.13431204242718,0.04442100819441891,0.07280994904591075
0.03,4.408728476930472e-15,38.12769506948145,-0.04971186515015662,0.07280962004240334
0.030250000000000003,-0.9415091487341402,37.88600817768717,-0.14353824831521092,0.07279764221845887
0.030500000000000003,-1.8772135804827763,37.410741447101294,-0.23647967044809076,0.07277431050785499
0.030750000000000003,-2.801344366270876,36.70482505516012,-0.32796311677518797,0.07274019941474026
0.031,-3.708203932499365,35.772611211161006,-0.41742456142856094,0.07269614886743542
0.03125,-4.592201188381078,34.61984732344472,-0.5043124448529765,0.07264324353661045
0.0315,-5.447885996874567,33.253640564711944,-0.5880910743539681,0.07258278612709301
0.03175,-6.269982776591396,31.682414053940125,-0.6682439268214407,0.07251626530095208
0.032,-7.053423027509673,29.915854925054035,-0.7442768332664024,0.07244531902169718
0.03225,-7.793376579962204,27.964854602523697,-0.8157210255371165,0.07237169422218079
0.0325,-8.485281374238575,25.84144165211101,-0.8821360264306274,0.0722972037893137
0.03275,-9.12487158720038,23.55870762076169,-0.9431123653811979,0.07222368192477266
0.033,-9.708203932499378,21.130726322865144,-0.9982741029825073,0.07215293898086778
0.03325,-10.231681972249108,18.572467070508644,-1.0472811487791034,0.0720867168836603
0.0335,-10.692078290260417,15.89970238269039,-1.089831358037156,0.0720266462409621
0.03375,-11.086554390135445,13.128910742495286,-1.1256623945672075,0.07197420619135939
0.034,-11.412678195541847,10.277175001766853,-1.1545533481140215,0.07193068798291193
0.03425,-11.668439044772118,7.362077059645112,-1.1763260963417645,0.07189716317834036
0.0345,-11.852260087141653,4.401589464311544,-1.19084640301744,0.07187445726959568
0.03475,-11.963008004797537,1.4139646062534716,-1.1980247456219,0.07186312935150779
0.035,-12,-1.5823778137930984,-1.1978168672859468,0.0718634583550152
0.035250000000000004,-11.963008004797533,-4.568964348423614,-1.190224049648648,0.07187543617895968
0.035500000000000004,-11.852260087141651,-7.527381698511211,-1.1752931049556061,0.07189876788956355
0.035750000000000004,-11.668439044772118,-10.439390237319136,-1.153116087445896,0.07193287898267829
0.036000000000000004,-11.412678195541838,-13.287036463864464,-1.123829725807072,0.07197692952998311
0.03625,-11.08655439013544,-16.052763692222022,-1.087614580197342,0.0720298348608081
0.036500000000000005,-10.692078290260403,-18.71952029433154,-1.0446939290321449,0.07209029227032553
0.036750000000000005,-10.2316819722491,-21.270864828954217,-0.995332392398483,0.07215681309646646
0.037000000000000005,-9.70820393249936,-23.69106740862613,-0.9398343005840765,0.07222775937572136
0.03725,-9.12487158720037,-25.96520667964446,-0.8785418177799517,0.07230138417523774
0.0375,-8.485281374238568,-28.079261817175443,-0.8118328325244121,0.07237587460810484
0.037750000000000006,-7.79337657996218,-30.020198968301518,-0.7401186278945466,0.0724493964726459
0.038000000000000006,-7.053423027509664,-31.776051610058765,-0.663841345809296,0.07252013941655078
0.03825,-6.269982776591387,-33.335994327030605,-0.583471261077483,0.07258636151375823
0.0385,-5.447885996874557,-34.69040955363332,-0.49950388199724266,0.07264643215645646
0.03875,-4.592201188381068,-35.830946869606116,-0.41245689538259317,0.07269887220605917
0.03900000000000001,-3.708203932499334,-36.75057448312888,-0.3228669748520722,0.07274239041450661
0.03925,-2.8013443662708655,-37.443622584156984,-0.23128647205743041,0.07277591521907817
0.0395,-1.8772135804827657,-37.905818300685794,-0.13828001125199393,0.07279862112782286
0.03975,-0.9415091487341292,-38.13431204242718,-0.044421008194419055,0.07280994904591075
0.04,-5.878304635907295e-15,-38.12769506948145,0.049711865150156465,0.07280962004240334
0.04025,0.9415091487341388,-37.88600817768717,0.14353824831521075,0.07279764221845887
0.0405,1.877213580482775,-37.4107414471013,0.23647967044809065,0.07277431050785502
0.04075,2.801344366270875,-36.70482505516012,0.3279631167751878,0.07274019941474026
0.04100000000000001,3.708203932499404,-35.772611211160964,0.4174245614285648,0.07269614886743542
0.04125,4.592201188381077,-34.61984732344472,0.5043124448529764,0.07264324353661046
0.0415,5.447885996874565,-33.253640564711944,0.588091074353968,0.072582786127093
0.041749999999999995,6.269982776591377,-31.682414053940164,0.6682439268214388,0.07251626530095208
0.042,7.053423027509689,-29.915854925053992,0.7442768332664039,0.07244531902169718
0.04225,7.79337657996222,-27.964854602523655,0.815721025537118,0.07237169422218079
0.0425,8.485281374238573,-25.84144165211101,0.8821360264306274,0.0722972037893137
0.04275,9.124871587200378,-23.558707620761698,0.9431123653811978,0.07222368192477266
0.043,9.708203932499366,-21.130726322865204,0.9982741029825061,0.07215293898086778
0.043250000000000004,10.231681972249117,-18.572467070508587,1.0472811487791043,0.0720867168836603
0.043500000000000004,10.692078290260426,-15.899702382690334,1.0898313580371568,0.07202664624096211
0.04375,11.086554390135436,-13.128910742495354,1.1256623945672066,0.07197420619135937
0.044000000000000004,11.412678195541847,-10.277175001766857,1.1545533481140215,0.07193068798291194
0.04425,11.668439044772118,-7.362077059645117,1.1763260963417645,0.07189716317834036
0.044500000000000005,11.852260087141657,-4.401589464311482,1.1908464030174404,0.0718744572695957
0.044750000000000005,11.963008004797539,-1.4139646062534088,1.1980247456219002,0.07186312935150779
0.045,12,1.5823778137930256,1.1978168672859468,0.0718634583550152
0.045250000000000005,11.963008004797533,4.56896434842361,1.190224049648648,0.07187543617895967
0.0455,11.852260087141651,7.527381698511206,1.1752931049556061,0.07189876788956354
0.04575,11.668439044772123,10.439390237319065,1.1531160874458968,0.07193287898267829
0.046000000000000006,11.412678195541838,13.287036463864458,1.1238297258070722,0.07197692952998315
0.04625,11.086554390135442,16.052763692222015,1.087614580197342,0.0720298348608081
0.04650000000000001,10.692078290260403,18.719520294331538,1.0446939290321449,0.07209029227032551
0.04675,10.231681972249103,21.27086482895421,0.9953323923984831,0.07215681309646646
0.047,9.708203932499373,23.69106740862607,0.9398343005840779,0.07222775937572136
0.04725000000000001,9.124871587200358,25.965206679644506,0.8785418177799503,0.07230138417523775
0.0475,8.485281374238568,28.079261817175443,0.8118328325244123,0.07237587460810485
0.04775,7.793376579962198,30.02019896830147,0.7401186278945483,0.07244939647264587
0.04800000000000001,7.053423027509648,31.776051610058804,0.6638413458092943,0.07252013941655078
0.04825,6.269982776591388,33.335994327030605,0.5834712610774831,0.07258636151375825
0.04850000000000001,5.44788599687454,34.690409553633344,0.49950388199724083,0.07264643215645644
0.04875,4.592201188381069,35.830946869606116,0.4124568953825933,0.07269887220605917
0.049,3.708203932499355,36.75057448312887,0.32286697485207444,0.07274239041450663
0.04925000000000001,2.8013443662708255,37.44362258415702,0.2312864720574264,0.07277591521907818
0.0495,1.877213580482767,37.905818300685794,0.1382800112519941,0.07279862112782286
0.04975,0.9415091487341307,38.13431204242718,0.0444210081944192,0.07280994904591075
0.05,-1.3968401277918887e-14,38.12769506948145,-0.04971186515015845,0.07280962004240335
0.05025,-0.9415091487341585,37.88600817768716,-0.14353824831521272,0.07279764221845889
0.05050000000000001,-1.8772135804828158,37.41074144710127,-0.23647967044809468,0.072774310507855
0.05075,-2.8013443662708735,36.70482505516012,-0.32796311677518764,0.07274019941474025
0.051000000000000004,-3.708203932499382,35.772611211160985,-0.4174245614285627,0.07269614886743543
0.05125,-4.592201188381056,34.61984732344476,-0.5043124448529744,0.07264324353661046
