time_s,component,type,terminal_a,terminal_b,value,unit,closed,initial_value,initial_unit,voltage_a_minus_b_V,current_a_to_b_A,power_absorbed_W,stored_energy_J,voltage_known,current_known,method,relative_local_tolerance,absolute_state_tolerance,window_s,source_waveform,source_amplitude,source_frequency_Hz,source_phase_deg,pulse_width_percent,pulse_edge_percent,initial_switch_closed,switch_timing_enabled,switch_schedule_s,time_side,switch_events,diode_model,diode_Is_A,diode_emission,diode_thermal_voltage_V,nonlinear_iterations,controlled_source_kind,control_positive,control_negative,sense_source_id,control_gain,control_value,control_unit,opamp_model,opamp_lower_V,opamp_upper_V,opamp_region,opamp_unlimited_output_V,opamp_headroom_V,opamp_regions_checked,opamp_timing_enabled,opamp_gbw_Hz,opamp_slew_V_per_us,opamp_starting_output_V,opamp_timing_active,opamp_local_slope_V_per_s,opamp_step_slope_V_per_s
0.0024000000000000007,L4,inductor,B,0,100,mH,,0,A,5,0.12000000000000005,0.6000000000000003,0.0007200000000000006,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.0025000000000000005,V1,voltage,A,0,5,V,,0,,5,-0.12500100000000006,-0.6250050000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.0025000000000000005,S2,switch,A,B,0,,true,0,,0,0.12500100000000006,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.0025000000000000005,D3,diode,0,B,0,,,0,,-5,-0.000001,0.0000049999999999999996,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,1,,,,,,,,,,,,,,,,,,,,,
0.0025000000000000005,L4,inductor,B,0,100,mH,,0,A,5,0.12500000000000006,0.6250000000000002,0.0007812500000000007,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.0026000000000000007,V1,voltage,A,0,5,V,,0,,5,-0.13000100000000006,-0.6500050000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.0026000000000000007,S2,switch,A,B,0,,true,0,,0,0.13000100000000006,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.0026000000000000007,D3,diode,0,B,0,,,0,,-5,-0.000001,0.0000049999999999999996,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,1,,,,,,,,,,,,,,,,,,,,,
0.0026000000000000007,L4,inductor,B,0,100,mH,,0,A,5,0.13000000000000006,0.6500000000000004,0.0008450000000000008,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.002700000000000001,V1,voltage,A,0,5,V,,0,,5,-0.13500100000000007,-0.6750050000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.002700000000000001,S2,switch,A,B,0,,true,0,,0,0.13500100000000007,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.002700000000000001,D3,diode,0,B,0,,,0,,-5,-0.000001,0.0000049999999999999996,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,1,,,,,,,,,,,,,,,,,,,,,
0.002700000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.13500000000000006,0.6750000000000003,0.0009112500000000009,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.002800000000000001,V1,voltage,A,0,5,V,,0,,5,-0.14000100000000007,-0.7000050000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.002800000000000001,S2,switch,A,B,0,,true,0,,0,0.14000100000000007,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.002800000000000001,D3,diode,0,B,0,,,0,,-5,-0.000001,0.0000049999999999999996,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,1,,,,,,,,,,,,,,,,,,,,,
0.002800000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.14000000000000007,0.7000000000000004,0.000980000000000001,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.0029000000000000007,V1,voltage,A,0,5,V,,0,,5,-0.14500100000000005,-0.7250050000000002,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.0029000000000000007,S2,switch,A,B,0,,true,0,,0,0.14500100000000005,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.0029000000000000007,D3,diode,0,B,0,,,0,,-5,-0.000001,0.0000049999999999999996,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,1,,,,,,,,,,,,,,,,,,,,,
0.0029000000000000007,L4,inductor,B,0,100,mH,,0,A,5,0.14500000000000005,0.7250000000000002,0.0010512500000000008,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.003,V1,voltage,A,0,5,V,,0,,5,-0.15000100000000002,-0.7500050000000001,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,before,S2=open,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.003,S2,switch,A,B,0,,true,0,,0,0.15000100000000002,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,before,S2=open,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.003,D3,diode,0,B,0,,,0,,-5,-0.000001,0.0000049999999999999996,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,before,S2=open,schottky,0.000001,1.1,0.02585,1,,,,,,,,,,,,,,,,,,,,,
0.003,L4,inductor,B,0,100,mH,,0,A,5,0.15000000000000002,0.7500000000000001,0.0011250000000000003,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,before,S2=open,,,,,1,,,,,,,,,,,,,,,,,,,,,
0.003,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,switch_constraints,0.00002,,0.02,dc,5,10,0,50,2,,,,after,S2=open,,,,,10,,,,,,,,,,,,,,,,,,,,,
0.003,S2,switch,A,B,0,,false,0,,5.338899625511519,0,0,0,true,true,switch_constraints,0.00002,,0.02,,,,,,,true,true,1@0.003=open,after,S2=open,,,,,10,,,,,,,,,,,,,,,,,,,,,
0.003,D3,diode,0,B,0,,,0,,0.338899625511519,0.15000000000000005,0.05083494382672786,0,true,true,switch_constraints,0.00002,,0.02,,,,,,,,,,after,S2=open,schottky,0.000001,1.1,0.02585,10,,,,,,,,,,,,,,,,,,,,,
0.003,L4,inductor,B,0,100,mH,,0,A,-0.338899625511519,0.15000000000000002,-0.05083494382672785,0.0011250000000000003,true,true,switch_constraints,0.00002,1e-10,0.02,,,,,,,,,,after,S2=open,,,,,10,,,,,,,,,,,,,,,,,,,,,
0.0031000000000000003,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0031000000000000003,S2,switch,A,B,0,,false,0,,5.3388353214021596,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0031000000000000003,D3,diode,0,B,0,,,0,,0.33883532140215916,0.14966116467908602,0.05071048883545958,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0031000000000000003,L4,inductor,B,0,100,mH,,0,A,-0.33883532140215916,0.14966116467859786,-0.05071048883529417,0.0011199232106477194,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0032,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0032,S2,switch,A,B,0,,false,0,,5.3387708838135834,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0032,D3,diode,0,B,0,,,0,,0.3387708838135833,0.14932239379527545,0.05058607931918539,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0032,L4,inductor,B,0,100,mH,,0,A,-0.3387708838135833,0.14932239379478426,-0.05058607931901899,0.0011148588644302314,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0033,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0033,S2,switch,A,B,0,,false,0,,5.338706312192965,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0033,D3,diode,0,B,0,,,0,,0.3387063121929646,0.14898368748308552,0.050461715364305035,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0033,L4,inductor,B,0,100,mH,,0,A,-0.3387063121929646,0.1489836874825913,-0.05046171536413764,0.0011098069567955216,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0034000000000000002,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0034000000000000002,S2,switch,A,B,0,,false,0,,5.338641605983947,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0034000000000000002,D3,diode,0,B,0,,,0,,0.33864160598394777,0.14864504587710486,0.050337397057380384,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0034000000000000002,L4,inductor,B,0,100,mH,,0,A,-0.33864160598394777,0.14864504587660735,-0.05033739705721191,0.001104767483182935,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0035000000000000005,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0035000000000000005,S2,switch,A,B,0,,false,0,,5.338576764626712,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0035000000000000005,D3,diode,0,B,0,,,0,,0.3385767646267121,0.14830646911248102,0.05021312448531524,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0035000000000000005,L4,inductor,B,0,100,mH,,0,A,-0.3385767646267121,0.14830646911198064,-0.05021312448514582,0.0010997404390231435,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0036000000000000003,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0036000000000000003,S2,switch,A,B,0,,false,0,,5.338511787557943,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0036000000000000003,D3,diode,0,B,0,,,0,,0.33851178755794303,0.14796795732492582,0.050088897735358066,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0036000000000000003,L4,inductor,B,0,100,mH,,0,A,-0.33851178755794303,0.1479679573244227,-0.05008889773518776,0.0010947258197381087,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0037,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0037,S2,switch,A,B,0,,false,0,,5.338446674210803,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0037,D3,diode,0,B,0,,,0,,0.3384466742108029,0.1476295106507187,0.049964716895104046,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0037,L4,inductor,B,0,100,mH,,0,A,-0.3384466742108029,0.1476295106502119,-0.04996471689493252,0.0010897236207410516,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0038000000000000004,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0038000000000000004,S2,switch,A,B,0,,false,0,,5.338381424014901,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0038000000000000004,D3,diode,0,B,0,,,0,,0.33838142401490096,0.14729112922670645,0.049840582052495724,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0038000000000000004,L4,inductor,B,0,100,mH,,0,A,-0.33838142401490096,0.147291129226197,-0.049840582052323334,0.0010847338374364132,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0039000000000000003,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0039000000000000003,S2,switch,A,B,0,,false,0,,5.3383160363962645,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0039000000000000003,D3,diode,0,B,0,,,0,,0.33831603639626484,0.1469528131903132,0.04971649329582751,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0039000000000000003,L4,inductor,B,0,100,mH,,0,A,-0.33831603639626484,0.14695281318980075,-0.04971649329565414,0.001079756465219824,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004,S2,switch,A,B,0,,false,0,,5.33825051077731,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004,D3,diode,0,B,0,,,0,,0.33825051077730955,0.14661456267953932,0.04959245071374604,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.004,L4,inductor,B,0,100,mH,,0,A,-0.33825051077730955,0.14661456267902342,-0.04959245071357154,0.0010747914994780644,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0040999999999999995,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0040999999999999995,S2,switch,A,B,0,,false,0,,5.338184846576807,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0040999999999999995,D3,diode,0,B,0,,,0,,0.3381848465768073,0.14627637783296576,0.049468454395252624,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0040999999999999995,L4,inductor,B,0,100,mH,,0,A,-0.3381848465768073,0.14627637783244662,-0.049468454395077056,0.001069838935589034,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0042,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0042,S2,switch,A,B,0,,false,0,,5.338119043209857,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0042,D3,diode,0,B,0,,,0,,0.3381190432098571,0.14593825878975875,0.04934450442970574,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0042,L4,inductor,B,0,100,mH,,0,A,-0.3381190432098571,0.14593825878923677,-0.04934450442952926,0.0010648987689217122,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0043,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0043,S2,switch,A,B,0,,false,0,,5.338053100087854,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.0043,D3,diode,0,B,0,,,0,,0.3380531000878537,0.145600205689674,0.04922060090682345,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.0043,L4,inductor,B,0,100,mH,,0,A,-0.3380531000878537,0.14560020568914891,-0.04922060090664595,0.0010599709948361238,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004399999999999999,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004399999999999999,S2,switch,A,B,0,,false,0,,5.337987016618456,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004399999999999999,D3,diode,0,B,0,,,0,,0.33798701661845626,0.14526221867305913,0.049096743916685066,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.004399999999999999,L4,inductor,B,0,100,mH,,0,A,-0.33798701661845626,0.14526221867253045,-0.049096743916506376,0.0010550556086833028,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004499999999999999,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004499999999999999,S2,switch,A,B,0,,false,0,,5.337920792205557,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004499999999999999,D3,diode,0,B,0,,,0,,0.3379207922055563,0.14492429788085692,0.0489729335497332,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.004499999999999999,L4,inductor,B,0,100,mH,,0,A,-0.3379207922055563,0.1449242978803249,-0.04897293354955342,0.0010501526058052572,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004599999999999999,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004599999999999999,S2,switch,A,B,0,,false,0,,5.337854426249247,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004599999999999999,D3,diode,0,B,0,,,0,,0.33785442624924655,0.1445864434546111,0.04884916989677677,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.004599999999999999,L4,inductor,B,0,100,mH,,0,A,-0.33785442624924655,0.14458644345407565,-0.04884916989659586,0.0010452619815349308,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004699999999999999,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004699999999999999,S2,switch,A,B,0,,false,0,,5.3377879181457875,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004699999999999999,D3,diode,0,B,0,,,0,,0.3377879181457877,0.14424865553646818,0.04872545304899244,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.004699999999999999,L4,inductor,B,0,100,mH,,0,A,-0.3377879181457877,0.14424865553592986,-0.048725453048810596,0.0010403837311961674,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004799999999999999,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004799999999999999,S2,switch,A,B,0,,false,0,,5.337721267287576,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004799999999999999,D3,diode,0,B,0,,,0,,0.3377212672875766,0.14391093426918428,0.04860178309792805,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.004799999999999999,L4,inductor,B,0,100,mH,,0,A,-0.3377212672875766,0.1439109342686423,-0.048601783097745016,0.0010355178501036742,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004899999999999998,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004899999999999998,S2,switch,A,B,0,,false,0,,5.337654473063113,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004899999999999998,D3,diode,0,B,0,,,0,,0.3376544730631125,0.14357327979612436,0.04847816013550319,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.004899999999999998,L4,inductor,B,0,100,mH,,0,A,-0.3376544730631125,0.14357327979557918,-0.04847816013531911,0.0010306643335629834,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004999999999999998,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004999999999999998,S2,switch,A,B,0,,false,0,,5.337587534856964,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.004999999999999998,D3,diode,0,B,0,,,0,,0.33758753485696424,0.14323569226127086,0.048354584254013185,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,,,,,,schottky,0.000001,1.1,0.02585,2,,,,,,,,,,,,,,,,,,,,,
0.004999999999999998,L4,inductor,B,0,100,mH,,0,A,-0.33758753485696424,0.14323569226072222,-0.048354584253827965,0.001025823176870416,true,true,backward_euler_step_doubling,0.00002,1e-10,0.02,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.005099999999999999,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,dc,5,10,0,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0.005099999999999999,S2,switch,A,B,0,,false,0,,5.337520452049736,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.02,,,,,,,true,true,1@0.003=open,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
