time_s,component,type,terminal_a,terminal_b,value,unit,closed,initial_value,initial_unit,voltage_a_minus_b_V,current_a_to_b_A,power_absorbed_W,stored_energy_J,voltage_known,current_known,method,relative_local_tolerance,absolute_state_tolerance,window_s,source_waveform,source_amplitude,source_frequency_Hz,source_phase_deg,pulse_width_percent,pulse_edge_percent,initial_switch_closed,switch_timing_enabled,switch_schedule_s,time_side,switch_events,diode_model,diode_Is_A,diode_emission,diode_thermal_voltage_V,nonlinear_iterations
0.003255670568828567,S2,switch,A,B,0,,false,0,,16.621975075161096,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.003255670568828567,R3,resistor,B,0,100,Ω,,0,,-11.621975075161096,-0.11621975075161096,1.3507030464766576,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.003255670568828567,L4,inductor,B,0,100,mH,,0,A,-11.621975075161096,0.11621975075161095,-1.3507030464766576,0.0006753515232383288,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0032599984219474822,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0032599984219474822,S2,switch,A,B,0,,false,0,,16.57189361926919,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0032599984219474822,R3,resistor,B,0,100,Ω,,0,,-11.571893619269188,-0.11571893619269188,1.3390872193568295,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0032599984219474822,L4,inductor,B,0,100,mH,,0,A,-11.571893619269188,0.11571893619269187,-1.3390872193568293,0.0006695436096784146,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0032643450857432347,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0032643450857432347,S2,switch,A,B,0,,false,0,,16.521812175424806,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0032643450857432347,R3,resistor,B,0,100,Ω,,0,,-11.521812175424808,-0.11521812175424807,1.3275215580576734,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0032643450857432347,L4,inductor,B,0,100,mH,,0,A,-11.521812175424808,0.11521812175424809,-1.3275215580576736,0.0006637607790288369,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.003268691749538987,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.003268691749538987,S2,switch,A,B,0,,false,0,,16.47194747666123,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.003268691749538987,R3,resistor,B,0,100,Ω,,0,,-11.471947476661231,-0.11471947476661232,1.31605578907274,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.003268691749538987,L4,inductor,B,0,100,mH,,0,A,-11.471947476661231,0.11471947476661232,-1.31605578907274,0.00065802789453637,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0032730573882345368,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0032730573882345368,S2,switch,A,B,0,,false,0,,16.422082790049217,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0032730573882345368,R3,resistor,B,0,100,Ω,,0,,-11.422082790049219,-0.11422082790049219,1.3046397526273854,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0032730573882345368,L4,inductor,B,0,100,mH,,0,A,-11.422082790049219,0.11422082790049218,-1.3046397526273854,0.0006523198763136927,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.003277423026930087,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.003277423026930087,S2,switch,A,B,0,,false,0,,16.372434848412368,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.003277423026930087,R3,resistor,B,0,100,Ω,,0,,-11.37243484841237,-0.1137243484841237,1.2933227438138408,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.003277423026930087,L4,inductor,B,0,100,mH,,0,A,-11.37243484841237,0.11372434848412369,-1.2933227438138406,0.0006466613719069203,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.003281807806908228,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.003281807806908228,S2,switch,A,B,0,,false,0,,16.322786919033035,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.003281807806908228,R3,resistor,B,0,100,Ω,,0,,-11.322786919033037,-0.11322786919033037,1.2820550361382566,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.003281807806908228,L4,inductor,B,0,100,mH,,0,A,-11.322786919033037,0.11322786919033037,-1.2820550361382566,0.0006410275180691284,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0032861925868863688,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0032861925868863688,S2,switch,A,B,0,,false,0,,16.273355734521843,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0032861925868863688,R3,resistor,B,0,100,Ω,,0,,-11.273355734521845,-0.11273355734521845,1.2708854951707655,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0032861925868863688,L4,inductor,B,0,100,mH,,0,A,-11.273355734521845,0.11273355734521845,-1.2708854951707655,0.0006354427475853829,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0032905966767278463,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0032905966767278463,S2,switch,A,B,0,,false,0,,16.223924562375178,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0032905966767278463,R3,resistor,B,0,100,Ω,,0,,-11.223924562375178,-0.11223924562375177,1.2597648258188883,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0032905966767278463,L4,inductor,B,0,100,mH,,0,A,-11.223924562375178,0.11223924562375179,-1.2597648258188883,0.0006298824129094443,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.003295000766569324,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.003295000766569324,S2,switch,A,B,0,,false,0,,16.17471013498822,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.003295000766569324,R3,resistor,B,0,100,Ω,,0,,-11.17471013498822,-0.11174710134988221,1.2487414660100846,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.003295000766569324,L4,inductor,B,0,100,mH,,0,A,-11.17471013498822,0.11174710134988221,-1.2487414660100846,0.0006243707330050424,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0032994243370916723,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0032994243370916723,S2,switch,A,B,0,,false,0,,16.125495720074383,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0032994243370916723,R3,resistor,B,0,100,Ω,,0,,-11.125495720074385,-0.11125495720074385,1.2377665501739346,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0032994243370916723,L4,inductor,B,0,100,mH,,0,A,-11.125495720074385,0.11125495720074385,-1.2377665501739346,0.0006188832750869674,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033038479076140208,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033038479076140208,S2,switch,A,B,0,,false,0,,16.076498049810393,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033038479076140208,R3,resistor,B,0,100,Ω,,0,,-11.076498049810393,-0.11076498049810393,1.2268880904745345,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033038479076140208,L4,inductor,B,0,100,mH,,0,A,-11.076498049810393,0.11076498049810393,-1.2268880904745345,0.0006134440452372673,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033082911319113196,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033082911319113196,S2,switch,A,B,0,,false,0,,16.02750039212961,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033082911319113196,R3,resistor,B,0,100,Ω,,0,,-11.02750039212961,-0.1102750039212961,1.2160576489841872,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033082911319113196,L4,inductor,B,0,100,mH,,0,A,-11.02750039212961,0.1102750039212961,-1.2160576489841872,0.0006080288244920936,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033127343562086185,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033127343562086185,S2,switch,A,B,0,,false,0,,15.978719478987346,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033127343562086185,R3,resistor,B,0,100,Ω,,0,,-10.978719478987346,-0.10978719478987346,1.205322813982962,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033127343562086185,L4,inductor,B,0,100,mH,,0,A,-10.978719478987346,0.10978719478987346,-1.205322813982962,0.000602661406991481,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033171974096921756,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033171974096921756,S2,switch,A,B,0,,false,0,,15.929938578539332,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033171974096921756,R3,resistor,B,0,100,Ω,,0,,-10.929938578539332,-0.10929938578539332,1.194635573306424,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033171974096921756,L4,inductor,B,0,100,mH,,0,A,-10.929938578539332,0.1092993857853933,-1.1946355733064238,0.0005973177866532118,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033216604631757327,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033216604631757327,S2,switch,A,B,0,,false,0,,15.881374422517027,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033216604631757327,R3,resistor,B,0,100,Ω,,0,,-10.881374422517027,-0.10881374422517026,1.1840430932300776,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033216604631757327,L4,inductor,B,0,100,mH,,0,A,-10.881374422517027,0.10881374422517026,-1.1840430932300776,0.0005920215466150388,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033261435236154975,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033261435236154975,S2,switch,A,B,0,,false,0,,15.83281027930241,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033261435236154975,R3,resistor,B,0,100,Ω,,0,,-10.83281027930241,-0.10832810279302411,1.1734977854735997,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033261435236154975,L4,inductor,B,0,100,mH,,0,A,-10.83281027930241,0.10832810279302411,-1.1734977854735997,0.0005867488927368001,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033306265840552618,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033306265840552618,S2,switch,A,B,0,,false,0,,15.784462880399184,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033306265840552618,R3,resistor,B,0,100,Ω,,0,,-10.784462880399184,-0.10784462880399184,1.1630463961870787,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033306265840552618,L4,inductor,B,0,100,mH,,0,A,-10.784462880399184,0.10784462880399184,-1.1630463961870787,0.0005815231980935394,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033351298316224775,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033351298316224775,S2,switch,A,B,0,,false,0,,15.736115494417602,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033351298316224775,R3,resistor,B,0,100,Ω,,0,,-10.736115494417602,-0.10736115494417602,1.152641759094737,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033351298316224775,L4,inductor,B,0,100,mH,,0,A,-10.736115494417602,0.10736115494417602,-1.152641759094737,0.0005763208795473685,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033396330791896933,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033396330791896933,S2,switch,A,B,0,,false,0,,15.687984852631551,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033396330791896933,R3,resistor,B,0,100,Ω,,0,,-10.687984852631551,-0.10687984852631552,1.1423302021008148,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033396330791896933,L4,inductor,B,0,100,mH,,0,A,-10.687984852631551,0.1068798485263155,-1.1423302021008148,0.0005711651010504074,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.003344156696500193,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.003344156696500193,S2,switch,A,B,0,,false,0,,15.639854223883198,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.003344156696500193,R3,resistor,B,0,100,Ω,,0,,-10.639854223883198,-0.10639854223883198,1.1320649790548514,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.003344156696500193,L4,inductor,B,0,100,mH,,0,A,-10.639854223883198,0.10639854223883198,-1.1320649790548514,0.0005660324895274257,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.003348680313810693,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.003348680313810693,S2,switch,A,B,0,,false,0,,15.591940339212954,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.003348680313810693,R3,resistor,B,0,100,Ω,,0,,-10.591940339212954,-0.10591940339212953,1.1218920014944662,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.003348680313810693,L4,inductor,B,0,100,mH,,0,A,-10.591940339212954,0.10591940339212953,-1.1218920014944662,0.0005609460007472331,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033532244859693617,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033532244859693617,S2,switch,A,B,0,,false,0,,15.544026467698172,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033532244859693617,R3,resistor,B,0,100,Ω,,0,,-10.544026467698172,-0.10544026467698173,1.111764941515196,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033532244859693617,L4,inductor,B,0,100,mH,,0,A,-10.544026467698172,0.10544026467698173,-1.111764941515196,0.0005558824707575981,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033577686581280305,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033577686581280305,S2,switch,A,B,0,,false,0,,15.496329340142479,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033577686581280305,R3,resistor,B,0,100,Ω,,0,,-10.496329340142479,-0.1049632934014248,1.1017292961673586,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033577686581280305,L4,inductor,B,0,100,mH,,0,A,-10.496329340142479,0.10496329340142478,-1.1017292961673584,0.0005508646480836791,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033623335727742867,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033623335727742867,S2,switch,A,B,0,,false,0,,15.448632225861298,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033623335727742867,R3,resistor,B,0,100,Ω,,0,,-10.448632225861298,-0.10448632225861297,1.091739153913072,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033623335727742867,L4,inductor,B,0,100,mH,,0,A,-10.448632225861298,0.10448632225861297,-1.091739153913072,0.0005458695769565361,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033668984874205433,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033668984874205433,S2,switch,A,B,0,,false,0,,15.40115185541856,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033668984874205433,R3,resistor,B,0,100,Ω,,0,,-10.40115185541856,-0.1040115185541856,1.0818395991947694,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033668984874205433,L4,inductor,B,0,100,mH,,0,A,-10.40115185541856,0.1040115185541856,-1.0818395991947694,0.0005409197995973848,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033714843347747896,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033714843347747896,S2,switch,A,B,0,,false,0,,15.353671498371018,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033714843347747896,R3,resistor,B,0,100,Ω,,0,,-10.353671498371018,-0.10353671498371017,1.0719851349618035,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033714843347747896,L4,inductor,B,0,100,mH,,0,A,-10.353671498371018,0.10353671498371017,-1.0719851349618035,0.0005359925674809018,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033760701821290364,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033760701821290364,S2,switch,A,B,0,,false,0,,15.306407885039622,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033760701821290364,R3,resistor,B,0,100,Ω,,0,,-10.306407885039622,-0.10306407885039622,1.0622204349280688,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033760701821290364,L4,inductor,B,0,100,mH,,0,A,-10.306407885039622,0.10306407885039623,-1.062220434928069,0.0005311102174640346,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033806771550402032,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033806771550402032,S2,switch,A,B,0,,false,0,,15.259144285225831,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033806771550402032,R3,resistor,B,0,100,Ω,,0,,-10.259144285225831,-0.10259144285225831,1.0525004146508183,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033806771550402032,L4,inductor,B,0,100,mH,,0,A,-10.259144285225831,0.10259144285225832,-1.0525004146508186,0.0005262502073254094,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033852841279513705,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033852841279513705,S2,switch,A,B,0,,false,0,,15.21209742900421,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033852841279513705,R3,resistor,B,0,100,Ω,,0,,-10.21209742900421,-0.1021209742900421,1.042869338994744,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033852841279513705,L4,inductor,B,0,100,mH,,0,A,-10.21209742900421,0.1021209742900421,-1.042869338994744,0.000521434669497372,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033899124219455654,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033899124219455654,S2,switch,A,B,0,,false,0,,15.165050586424375,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033899124219455654,R3,resistor,B,0,100,Ω,,0,,-10.165050586424375,-0.10165050586424375,1.0332825342456653,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033899124219455654,L4,inductor,B,0,100,mH,,0,A,-10.165050586424375,0.10165050586424375,-1.0332825342456653,0.0005166412671228327,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033945407159397603,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033945407159397603,S2,switch,A,B,0,,false,0,,15.118220487311014,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033945407159397603,R3,resistor,B,0,100,Ω,,0,,-10.118220487311014,-0.10118220487311014,1.0237838582984033,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033945407159397603,L4,inductor,B,0,100,mH,,0,A,-10.118220487311014,0.10118220487311014,-1.0237838582984033,0.0005118919291492017,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0033991905292700773,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0033991905292700773,S2,switch,A,B,0,,false,0,,15.071390401965132,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0033991905292700773,R3,resistor,B,0,100,Ω,,0,,-10.071390401965132,-0.10071390401965133,1.014329046287954,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0033991905292700773,L4,inductor,B,0,100,mH,,0,A,-10.071390401965132,0.10071390401965132,-1.0143290462879537,0.0005071645231439769,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.003403840342600394,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.003403840342600394,S2,switch,A,B,0,,false,0,,15.024777059958284,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.003403840342600394,R3,resistor,B,0,100,Ω,,0,,-10.024777059958284,-0.10024777059958284,1.0049615510186585,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.003403840342600394,L4,inductor,B,0,100,mH,,0,A,-10.024777059958284,0.10024777059958284,-1.0049615510186585,0.0005024807755093293,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0034085118762978203,V1,voltage,A,0,5,V,,0,,5,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0034085118762978203,S2,switch,A,B,0,,false,0,,14.978163731846523,0,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
