time_s,component,type,terminal_a,terminal_b,value,unit,closed,initial_value,initial_unit,voltage_a_minus_b_V,current_a_to_b_A,power_absorbed_W,stored_energy_J,voltage_known,current_known,method,relative_local_tolerance,absolute_state_tolerance,window_s,source_waveform,source_amplitude,source_frequency_Hz,source_phase_deg,pulse_width_percent,pulse_edge_percent,initial_switch_closed,switch_timing_enabled,switch_schedule_s,time_side,switch_events,diode_model,diode_Is_A,diode_emission,diode_thermal_voltage_V,nonlinear_iterations
0.00028000000000000003,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00028000000000000003,L4,inductor,B,0,100,mH,,0,A,5,0.014,0.07,0.000009800000000000001,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00032,V1,voltage,A,0,5,V,,0,,5,-0.066,-0.33,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00032,S2,switch,A,B,0,,true,0,,0,0.066,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00032,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00032,L4,inductor,B,0,100,mH,,0,A,5,0.016,0.08,0.000012800000000000001,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00036,V1,voltage,A,0,5,V,,0,,5,-0.068,-0.34,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00036,S2,switch,A,B,0,,true,0,,0,0.068,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00036,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00036,L4,inductor,B,0,100,mH,,0,A,5,0.018000000000000002,0.09000000000000001,0.000016200000000000004,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0004,V1,voltage,A,0,5,V,,0,,5,-0.07,-0.35000000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0004,S2,switch,A,B,0,,true,0,,0,0.07,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0004,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0004,L4,inductor,B,0,100,mH,,0,A,5,0.020000000000000004,0.10000000000000002,0.00002000000000000001,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00044,V1,voltage,A,0,5,V,,0,,5,-0.07200000000000001,-0.36000000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00044,S2,switch,A,B,0,,true,0,,0,0.07200000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00044,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00044,L4,inductor,B,0,100,mH,,0,A,5,0.022000000000000006,0.11000000000000003,0.000024200000000000012,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00048,V1,voltage,A,0,5,V,,0,,5,-0.07400000000000001,-0.37000000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00048,S2,switch,A,B,0,,true,0,,0,0.07400000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00048,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00048,L4,inductor,B,0,100,mH,,0,A,5,0.024000000000000007,0.12000000000000004,0.000028800000000000022,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0005200000000000001,V1,voltage,A,0,5,V,,0,,5,-0.07600000000000001,-0.38000000000000006,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0005200000000000001,S2,switch,A,B,0,,true,0,,0,0.07600000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0005200000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0005200000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.02600000000000001,0.13000000000000006,0.00003380000000000003,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0005600000000000001,V1,voltage,A,0,5,V,,0,,5,-0.07800000000000001,-0.39000000000000007,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0005600000000000001,S2,switch,A,B,0,,true,0,,0,0.07800000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0005600000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0005600000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.02800000000000001,0.14000000000000007,0.00003920000000000003,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0006000000000000001,V1,voltage,A,0,5,V,,0,,5,-0.08000000000000002,-0.4000000000000001,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0006000000000000001,S2,switch,A,B,0,,true,0,,0,0.08000000000000002,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0006000000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0006000000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.030000000000000013,0.15000000000000008,0.00004500000000000004,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00064,V1,voltage,A,0,5,V,,0,,5,-0.08200000000000002,-0.4100000000000001,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00064,S2,switch,A,B,0,,true,0,,0,0.08200000000000002,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00064,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00064,L4,inductor,B,0,100,mH,,0,A,5,0.032000000000000015,0.1600000000000001,0.000051200000000000045,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00068,V1,voltage,A,0,5,V,,0,,5,-0.08400000000000002,-0.4200000000000001,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00068,S2,switch,A,B,0,,true,0,,0,0.08400000000000002,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00068,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00068,L4,inductor,B,0,100,mH,,0,A,5,0.034000000000000016,0.1700000000000001,0.00005780000000000006,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00072,V1,voltage,A,0,5,V,,0,,5,-0.08600000000000002,-0.4300000000000001,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00072,S2,switch,A,B,0,,true,0,,0,0.08600000000000002,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00072,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00072,L4,inductor,B,0,100,mH,,0,A,5,0.03600000000000002,0.1800000000000001,0.00006480000000000007,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00076,V1,voltage,A,0,5,V,,0,,5,-0.08800000000000002,-0.4400000000000001,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00076,S2,switch,A,B,0,,true,0,,0,0.08800000000000002,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00076,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00076,L4,inductor,B,0,100,mH,,0,A,5,0.03800000000000002,0.1900000000000001,0.00007220000000000007,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0008,V1,voltage,A,0,5,V,,0,,5,-0.09000000000000002,-0.4500000000000001,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0008,S2,switch,A,B,0,,true,0,,0,0.09000000000000002,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0008,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0008,L4,inductor,B,0,100,mH,,0,A,5,0.04000000000000002,0.20000000000000012,0.0000800000000000001,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00084,V1,voltage,A,0,5,V,,0,,5,-0.09200000000000003,-0.46000000000000013,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00084,S2,switch,A,B,0,,true,0,,0,0.09200000000000003,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00084,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00084,L4,inductor,B,0,100,mH,,0,A,5,0.04200000000000002,0.21000000000000013,0.0000882000000000001,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00088,V1,voltage,A,0,5,V,,0,,5,-0.09400000000000003,-0.47000000000000014,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00088,S2,switch,A,B,0,,true,0,,0,0.09400000000000003,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00088,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00088,L4,inductor,B,0,100,mH,,0,A,5,0.044000000000000025,0.22000000000000014,0.00009680000000000012,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00092,V1,voltage,A,0,5,V,,0,,5,-0.09600000000000003,-0.48000000000000015,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00092,S2,switch,A,B,0,,true,0,,0,0.09600000000000003,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00092,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00092,L4,inductor,B,0,100,mH,,0,A,5,0.04600000000000003,0.23000000000000015,0.00010580000000000012,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00096,V1,voltage,A,0,5,V,,0,,5,-0.09800000000000003,-0.49000000000000016,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00096,S2,switch,A,B,0,,true,0,,0,0.09800000000000003,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00096,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00096,L4,inductor,B,0,100,mH,,0,A,5,0.04800000000000003,0.24000000000000016,0.00011520000000000014,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.001,V1,voltage,A,0,5,V,,0,,5,-0.10000000000000003,-0.5000000000000002,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.001,S2,switch,A,B,0,,true,0,,0,0.10000000000000003,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.001,L4,inductor,B,0,100,mH,,0,A,5,0.05000000000000003,0.25000000000000017,0.00012500000000000017,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0010400000000000001,V1,voltage,A,0,5,V,,0,,5,-0.10200000000000004,-0.5100000000000002,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0010400000000000001,S2,switch,A,B,0,,true,0,,0,0.10200000000000004,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0010400000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0010400000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.05200000000000003,0.2600000000000002,0.00013520000000000017,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0010800000000000002,V1,voltage,A,0,5,V,,0,,5,-0.10400000000000004,-0.5200000000000002,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0010800000000000002,S2,switch,A,B,0,,true,0,,0,0.10400000000000004,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0010800000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0010800000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.054000000000000034,0.2700000000000002,0.00014580000000000018,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0011200000000000001,V1,voltage,A,0,5,V,,0,,5,-0.10600000000000004,-0.5300000000000002,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0011200000000000001,S2,switch,A,B,0,,true,0,,0,0.10600000000000004,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0011200000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0011200000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.056000000000000036,0.2800000000000002,0.00015680000000000023,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00116,V1,voltage,A,0,5,V,,0,,5,-0.10800000000000004,-0.5400000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00116,S2,switch,A,B,0,,true,0,,0,0.10800000000000004,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00116,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00116,L4,inductor,B,0,100,mH,,0,A,5,0.05800000000000004,0.2900000000000002,0.0001682000000000002,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0012000000000000001,V1,voltage,A,0,5,V,,0,,5,-0.11000000000000004,-0.5500000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0012000000000000001,S2,switch,A,B,0,,true,0,,0,0.11000000000000004,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0012000000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0012000000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.06000000000000004,0.3000000000000002,0.00018000000000000026,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0012400000000000002,V1,voltage,A,0,5,V,,0,,5,-0.11200000000000004,-0.5600000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0012400000000000002,S2,switch,A,B,0,,true,0,,0,0.11200000000000004,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0012400000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0012400000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.06200000000000004,0.3100000000000002,0.00019220000000000025,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00128,V1,voltage,A,0,5,V,,0,,5,-0.11400000000000005,-0.5700000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00128,S2,switch,A,B,0,,true,0,,0,0.11400000000000005,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00128,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00128,L4,inductor,B,0,100,mH,,0,A,5,0.06400000000000004,0.32000000000000023,0.0002048000000000003,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00132,V1,voltage,A,0,5,V,,0,,5,-0.11600000000000005,-0.5800000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00132,S2,switch,A,B,0,,true,0,,0,0.11600000000000005,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00132,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00132,L4,inductor,B,0,100,mH,,0,A,5,0.06600000000000004,0.33000000000000024,0.0002178000000000003,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00136,V1,voltage,A,0,5,V,,0,,5,-0.11800000000000005,-0.5900000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00136,S2,switch,A,B,0,,true,0,,0,0.11800000000000005,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00136,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00136,L4,inductor,B,0,100,mH,,0,A,5,0.06800000000000005,0.34000000000000025,0.00023120000000000033,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0014000000000000002,V1,voltage,A,0,5,V,,0,,5,-0.12000000000000005,-0.6000000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0014000000000000002,S2,switch,A,B,0,,true,0,,0,0.12000000000000005,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0014000000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0014000000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.07000000000000005,0.35000000000000026,0.00024500000000000037,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00144,V1,voltage,A,0,5,V,,0,,5,-0.12200000000000005,-0.6100000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
