modeled_time,plants_baseline,plants_experiment,rabbits_baseline,rabbits_experiment,voles_baseline,voles_experiment,foxes_baseline,foxes_experiment,owls_baseline,owls_experiment,caterpillars_baseline,caterpillars_experiment,bluetits_baseline,bluetits_experiment,capacity_baseline,capacity_experiment,refuge_cover_percent_baseline,refuge_cover_percent_experiment,soil_detritus_baseline,soil_detritus_experiment,soil_decomposers_baseline,soil_decomposers_experiment,soil_nutrients_baseline,soil_nutrients_experiment,soil_exported_baseline,soil_exported_experiment
9.0,84.30455,71.13864,11.39776,11.36409,1.17095,1.16734,9.52347,9.52312,5.34190,5.34183,4.30554,4.29442,6.39102,6.39080,180.00,180.00,10.00,10.00,41.45398204,44.69119376,23.79842645,4.82117791,0.02265666,0.00466501,0.00000000,0.00000000
9.1,85.35919,70.80810,11.16924,11.12911,1.11312,1.10894,9.49393,9.49346,5.30528,5.30518,4.19326,4.18009,6.38105,6.38075,180.00,180.00,10.00,10.00,41.36750068,44.76617268,24.08078537,4.88534576,0.02291480,0.00472878,0.00000000,0.00000000
9.2,86.44465,70.49800,10.94430,10.89730,1.05807,1.05331,9.46362,9.46301,5.26860,5.26847,4.08334,4.06802,6.37041,6.37003,180.00,180.00,10.00,10.00,41.27693867,44.83835376,24.36588395,4.95037767,0.02317473,0.00479335,0.00000000,0.00000000
9.3,87.56079,70.20800,10.72298,10.66874,1.00566,1.00033,9.43256,9.43179,5.23186,5.23171,3.97578,3.95822,6.35911,6.35863,180.00,180.00,10.00,10.00,41.18231598,44.90777072,24.65372640,5.01628395,0.02343646,0.00485875,0.00000000,0.00000000
9.4,88.70749,69.93778,10.50527,10.44346,0.95579,0.94989,9.40077,9.39981,5.19510,5.19492,3.87057,3.85069,6.34716,6.34656,180.00,180.00,10.00,10.00,41.08365265,44.97445697,24.94431622,5.08307502,0.02369994,0.00492499,0.00000000,0.00000000
9.5,89.88462,69.68702,10.29120,10.22151,0.90835,0.90189,9.36826,9.36708,5.15832,5.15810,3.76768,3.74542,6.33457,6.33384,180.00,180.00,10.00,10.00,40.98096881,45.03844555,25.23765618,5.15076139,0.02396516,0.00499206,0.00000000,0.00000000
9.6,91.09204,69.45541,10.08078,10.00294,0.86323,0.85622,9.33504,9.33362,5.12154,5.12129,3.66711,3.64242,6.32135,6.32047,180.00,180.00,10.00,10.00,40.87428469,45.09976917,25.53374827,5.21935371,0.02423209,0.00505998,0.00000000,0.00000000
9.7,92.32963,69.24264,9.87399,9.78779,0.82033,0.81278,9.30113,9.29943,5.08478,5.08449,3.56883,3.54167,6.30751,6.30646,180.00,180.00,10.00,10.00,40.76362064,45.15846014,25.83259372,5.28886269,0.02450070,0.00512877,0.00000000,0.00000000
9.8,93.59727,69.04842,9.67086,9.57608,0.77954,0.77148,9.26654,9.26453,5.04805,5.04771,3.47282,3.44317,6.29305,6.29181,180.00,180.00,10.00,10.00,40.64899715,45.21455039,26.13419294,5.35929918,0.02477096,0.00519843,0.00000000,0.00000000
9.9,94.89483,68.87246,9.47137,9.36785,0.74077,0.73222,9.23129,9.22895,5.01136,5.01099,3.37906,3.34691,6.27800,6.27655,180.00,180.00,10.00,10.00,40.53043486,45.26807144,26.43854552,5.43067411,0.02504285,0.00526896,0.00000000,0.00000000
10.0,96.22219,68.71448,9.27551,9.16311,0.70393,0.69492,9.19539,9.19268,4.97474,4.97431,3.28753,3.25288,6.26235,6.26068,180.00,180.00,10.00,10.00,40.40795459,45.31905440,26.74565017,5.50299854,0.02531632,0.00534039,0.00000000,0.00000000
10.1,97.57922,68.57421,9.08328,8.96190,0.66893,0.65948,9.15887,9.15575,4.93818,4.93771,3.19821,3.16105,6.24612,6.24420,180.00,180.00,10.00,10.00,40.28157730,45.36752996,27.05550472,5.57628360,0.02559134,0.00541272,0.00000000,0.00000000
10.2,98.96580,68.45137,8.89466,8.76421,0.63568,0.62581,9.12173,9.11816,4.90171,4.90118,3.11107,3.07142,6.22933,6.22715,180.00,180.00,10.00,10.00,40.15132419,45.41352836,27.36810608,5.65054057,0.02586788,0.00548596,0.00000000,0.00000000
10.3,100.38182,68.34572,8.70964,8.57008,0.60410,0.59385,9.08399,9.07995,4.86533,4.86475,3.02607,2.98397,6.21197,6.20951,180.00,180.00,10.00,10.00,40.01721665,45.45707937,27.68345023,5.72578079,0.02614590,0.00556013,0.00000000,0.00000000
10.4,101.82714,68.25699,8.52820,8.37949,0.57411,0.56350,9.04567,9.04112,4.82905,4.82842,2.94320,2.89867,6.19408,6.19132,180.00,180.00,10.00,10.00,39.87927628,45.49821234,28.00153216,5.80201574,0.02642535,0.00563522,0.00000000,0.00000000
10.5,103.30164,68.18495,8.35031,8.19245,0.54564,0.53469,9.00679,9.00169,4.79289,4.79220,2.86242,2.81551,6.17565,6.17257,180.00,180.00,10.00,10.00,39.73752493,45.53695610,28.32234587,5.87925698,0.02670620,0.00571125,0.00000000,0.00000000
10.6,104.80521,68.12937,8.17595,8.00897,0.51860,0.50736,8.96736,8.96168,4.75685,4.75611,2.78371,2.73445,6.15671,6.15329,180.00,180.00,10.00,10.00,39.59198469,45.57333903,28.64588433,5.95751619,0.02698840,0.00578824,0.00000000,0.00000000
10.7,106.33770,68.09000,8.00509,7.82903,0.49294,0.48142,8.92740,8.92110,4.72094,4.72014,2.70702,2.65548,6.13727,6.13348,180.00,180.00,10.00,10.00,39.44267789,45.60738898,28.97213943,6.03680515,0.02727191,0.00586619,0.00000000,0.00000000
10.8,107.89901,68.06664,7.83771,7.65262,0.46858,0.45681,8.88693,8.87997,4.68517,4.68431,2.63233,2.57856,6.11733,6.11316,180.00,180.00,10.00,10.00,39.28962717,45.63913331,29.30110201,6.11713574,0.02755667,0.00594511,0.00000000,0.00000000
10.9,109.48900,68.05906,7.67377,7.47974,0.44545,0.43347,8.84596,8.83831,4.64955,4.64863,2.55961,2.50367,6.09691,6.09235,180.00,180.00,10.00,10.00,39.13285542,45.66859887,29.63276175,6.19851996,0.02784264,0.00602502,0.00000000,0.00000000
11.0,111.10754,68.06706,7.51324,7.31037,0.42351,0.41134,8.80451,8.79613,4.61408,4.61311,2.48882,2.43078,6.07603,6.07106,180.00,180.00,10.00,10.00,38.97238585,45.69581199,29.96710719,6.28096989,0.02812976,0.00610592,0.00000000,0.00000000
11.1,112.75450,68.09045,7.35608,7.14448,0.40269,0.39036,8.76260,8.75346,4.57878,4.57774,2.41993,2.35986,6.05470,6.04930,180.00,180.00,10.00,10.00,38.80824197,45.72079843,30.30412570,6.36449774,0.02841799,0.00618782,0.00000000,0.00000000
11.2,114.42975,68.12902,7.20226,6.98206,0.38293,0.37046,8.72024,8.71030,4.54363,4.54254,2.35290,2.29088,6.03293,6.02708,180.00,180.00,10.00,10.00,38.64044760,45.74358344,30.64380341,6.44911581,0.02870725,0.00627074,0.00000000,0.00000000
11.3,116.13315,68.18260,7.05174,6.82309,0.36418,0.35159,8.67746,8.66669,4.50866,4.50751,2.28770,2.22380,6.01074,6.00443,180.00,180.00,10.00,10.00,38.46902692,45.76419171,30.98612521,6.53483649,0.02899749,0.00635469,0.00000000,0.00000000
11.4,117.86457,68.25100,6.90447,6.66752,0.34639,0.33372,8.63426,8.62263,4.47387,4.47266,2.22429,2.15858,5.98815,5.98135,180.00,180.00,10.00,10.00,38.29400444,45.78264737,31.33107472,6.62167230,0.02928866,0.00643967,0.00000000,0.00000000
11.5,119.62387,68.33405,6.76042,6.51534,0.32951,0.31677,8.59067,8.57814,4.43926,4.43799,2.16263,2.09521,5.96515,5.95787,180.00,180.00,10.00,10.00,38.11540505,45.79897398,31.67863424,6.70963584,0.02958068,0.00652570,0.00000000,0.00000000
11.6,121.41090,68.43159,6.61953,6.36651,0.31349,0.30071,8.54671,8.53325,4.40483,4.40351,2.10269,2.03363,5.94178,5.93399,180.00,180.00,10.00,10.00,37.93325401,45.81319454,32.02878469,6.79873982,0.02987348,0.00661279,0.00000000,0.00000000
11.7,123.22552,68.54347,6.48178,6.22099,0.29830,0.28549,8.50238,8.48796,4.37060,4.36921,2.04444,1.97382,5.91804,5.90973,180.00,180.00,10.00,10.00,37.74757698,45.82533146,32.38150566,6.88899706,0.03016701,0.00670095,0.00000000,0.00000000
11.8,125.06757,68.66952,6.34710,6.07875,0.28388,0.27107,8.45771,8.44231,4.33656,4.33512,1.98783,1.91574,5.89395,5.88510,180.00,180.00,10.00,10.00,37.55840003,45.83540657,32.73677527,6.98042047,0.03046118,0.00679019,0.00000000,0.00000000
11.9,126.93692,68.80961,6.21546,5.93975,0.27020,0.25740,8.41272,8.39629,4.30272,4.30122,1.93283,1.85936,5.86952,5.86013,180.00,180.00,10.00,10.00,37.36574966,45.84344112,33.09457023,7.07302305,0.03075593,0.00688052,0.00000000,0.00000000
12.0,128.83340,68.96359,6.08680,5.80394,0.25722,0.24446,8.36742,8.34994,4.26908,4.26753,1.87941,1.80463,5.84477,5.83482,180.00,180.00,10.00,10.00,37.16965281,45.84945574,33.45486571,7.16681792,0.03105117,0.00697196,0.00000000,0.00000000
12.1,130.75686,69.13134,5.96109,5.67129,0.24491,0.23219,8.32182,8.30327,4.23564,4.23403,1.82752,1.75152,5.81970,5.80919,180.00,180.00,10.00,10.00,36.97013689,45.85347049,33.81763540,7.26181829,0.03134682,0.00706451,0.00000000,0.00000000
12.2,132.66603,69.31273,5.83826,5.54175,0.23322,0.22057,8.27594,8.25630,4.20241,4.20075,1.77713,1.69999,5.79434,5.78325,180.00,180.00,10.00,10.00,36.76722738,45.85550483,34.18285140,7.35803746,0.03575441,0.00715818,0.00000000,0.00000000
12.3,134.51604,69.50763,5.71827,5.41527,0.22213,0.20956,8.22981,8.20904,4.16938,4.16768,1.72820,1.65000,5.76869,5.75702,180.00,180.00,10.00,10.00,36.56093796,45.85557759,34.55048419,7.45548883,0.04876147,0.00725299,0.00000000,0.00000000
12.4,136.30623,69.71594,5.60105,5.29181,0.21161,0.19913,8.18343,8.16151,4.13657,4.13481,1.68069,1.60153,5.74277,5.73052,180.00,180.00,10.00,10.00,36.35127915,45.85370703,34.92050252,7.55418590,0.07043567,0.00734895,0.00000000,0.00000000
12.5,138.03621,69.93755,5.48655,5.17132,0.20162,0.18924,8.13681,8.11374,4.10397,4.10216,1.63458,1.55452,5.71660,5.70375,180.00,180.00,10.00,10.00,36.13826230,45.84991079,35.29287341,7.65414226,0.10081667,0.00744607,0.00000000,0.00000000
12.6,139.70586,70.17236,5.37470,5.05375,0.19214,0.17988,8.08999,8.06573,4.07158,4.06973,1.58981,1.50896,5.69018,5.67672,180.00,180.00,10.00,10.00,35.92189967,45.84420589,35.66756207,7.75537160,0.13991762,0.00754435,0.00000000,0.00000000
12.7,141.31530,70.42027,5.26547,4.93905,0.18314,0.17101,8.04296,8.01750,4.03941,4.03751,1.54635,1.46479,5.66353,5.64947,180.00,180.00,10.00,10.00,35.70220447,45.83660877,36.04453188,7.85788768,0.18772678,0.00764382,0.00000000,0.00000000
12.8,142.86484,70.68118,5.15878,4.82718,0.17460,0.16260,7.99575,7.96907,4.00745,4.00551,1.50418,1.42198,5.63665,5.62198,180.00,180.00,10.00,10.00,35.47919087,45.82713524,36.42374432,7.96170437,0.24420930,0.00774448,0.00000000,0.00000000
12.9,144.35504,70.95503,5.05459,4.71807,0.16649,0.15464,7.94837,7.92045,3.97571,3.97373,1.46324,1.38049,5.60957,5.59429,180.00,180.00,10.00,10.00,35.25287412,45.81580053,36.80515896,8.06683563,0.30930903,0.00784635,0.00000000,0.00000000
13.0,145.78659,71.24171,4.95284,4.61168,0.15879,0.14709,7.90084,7.87166,3.94419,3.94216,1.42352,1.34030,5.58230,5.56640,180.00,180.00,10.00,10.00,35.02327054,45.80261923,37.18873337,8.17329550,0.38295030,0.00794943,0.00000000,0.00000000
13.1,147.16040,71.54118,4.85348,4.50796,0.15147,0.13994,7.85316,7.82272,3.91289,3.91082,1.38497,1.30136,5.55484,5.53833,180.00,180.00,10.00,10.00,34.79039762,45.78760537,37.57442312,8.28109810,0.46503981,0.00805374,0.00000000,0.00000000
13.2,148.47748,71.85334,4.75647,4.40685,0.14452,0.13317,7.80535,7.77365,3.88180,3.87970,1.34756,1.26364,5.52720,5.51008,180.00,180.00,10.00,10.00,34.55427399,45.77077236,37.96218171,8.39025764,0.55546844,0.00815928,0.00000000,0.00000000
13.3,149.73900,72.17815,4.66174,4.30830,0.13792,0.12674,7.75743,7.72445,3.85094,3.84880,1.31127,1.22711,5.49941,5.48168,180.00,180.00,10.00,10.00,34.31491955,45.75213302,38.35196051,8.50078842,0.65411301,0.00826608,0.00000000,0.00000000
13.4,150.94622,72.51553,4.56925,4.21226,0.13165,0.12066,7.70941,7.67514,3.82030,3.81812,1.27606,1.19173,5.47147,5.45312,180.00,180.00,10.00,10.00,34.07235545,45.73169958,38.74370876,8.61270480,0.76083802,0.00837413,0.00000000,0.00000000
13.5,152.10052,72.86545,4.47895,4.11868,0.12569,0.11489,7.66130,7.62573,3.78987,3.78766,1.24189,1.15747,5.44339,5.42443,180.00,180.00,10.00,10.00,33.82660417,45.70948368,39.13737346,8.72602125,0.87549725,0.00848346,0.00000000,0.00000000
13.6,153.20332,73.22784,4.39079,4.02751,0.12003,0.10942,7.61311,7.57625,3.75967,3.75743,1.20875,1.12429,5.41518,5.39561,180.00,180.00,10.00,10.00,33.57768954,45.68549639,39.53289938,8.84075227,0.99793538,0.00859407,0.00000000,0.00000000
13.7,154.25614,73.60267,4.30473,3.93869,0.11465,0.10423,7.56486,7.52670,3.72968,3.72741,1.17659,1.09217,5.38685,5.36668,180.00,180.00,10.00,10.00,33.32563677,45.65974820,39.93022897,8.95691249,1.12798941,0.00870598,0.00000000,0.00000000
13.8,155.26053,73.98989,4.22072,3.85217,0.10954,0.09931,7.51656,7.47709,3.69991,3.69762,1.14540,1.06107,5.35841,5.33765,180.00,180.00,10.00,10.00,33.07047254,45.63224901,40.32930234,9.07451656,1.26549004,0.00881919,0.00000000,0.00000000
13.9,156.21808,74.38948,4.13871,3.76790,0.10468,0.09465,7.46822,7.42745,3.67037,3.66804,1.11514,1.03096,5.32988,5.30852,180.00,180.00,10.00,10.00,32.81222499,45.60300820,40.73005720,9.19357923,1.41026290,0.00893372,0.00000000,0.00000000
14.0,157.13040,74.80139,4.05865,3.68583,0.10005,0.09023,7.41984,7.37778,3.64104,3.63869,1.08579,1.00182,5.30125,5.27931,180.00,180.00,10.00,10.00,32.55092378,45.57203455,41.13242879,9.31411530,1.56212973,0.00904958,0.00000000,0.00000000
14.1,157.99913,75.22561,3.98051,3.60590,0.09566,0.08604,7.37146,7.32810,3.61193,3.60955,1.05731,0.97360,5.27255,5.25003,180.00,180.00,10.00,10.00,32.28660012,45.53933631,41.53634989,9.43613965,1.72090943,0.00916677,0.00000000,0.00000000
14.2,158.82590,75.66211,3.90424,3.52808,0.09148,0.08206,7.32306,7.27841,3.58304,3.58064,1.02969,0.94629,5.24378,5.22068,180.00,180.00,10.00,10.00,32.01928682,45.50492119,41.94175071,9.55966722,1.88641896,0.00928532,0.00000000,0.00000000
14.3,159.61235,76.11087,3.82979,3.45230,0.08750,0.07828,7.27467,7.22874,3.55436,3.55194,1.00290,0.91986,5.21494,5.19128,180.00,180.00,10.00,10.00,31.74901831,45.46879636,42.34855888,9.68471299,2.05847420,0.00940523,0.00000000,0.00000000
14.4,160.36007,76.57188,3.75713,3.37852,0.08371,0.07470,7.22630,7.17908,3.52591,3.52346,0.97691,0.89427,5.18605,5.16183,180.00,180.00,10.00,10.00,31.47583069,45.43096847,42.75669937,9.81129202,2.23689071,0.00952651,0.00000000,0.00000000
14.5,161.07069,77.04513,3.68621,3.30669,0.08011,0.07130,7.17795,7.12946,3.49766,3.49520,0.95170,0.86950,5.15712,5.13235,180.00,180.00,10.00,10.00,31.19976178,45.39144363,43.16609447,9.93941939,2.42148433,0.00964917,0.00000000,0.00000000
14.6,161.74576,77.53062,3.61700,3.23677,0.07669,0.06808,7.12963,7.07989,3.46964,3.46716,0.92725,0.84553,5.12815,5.10284,180.00,180.00,10.00,10.00,30.92085112,45.35022747,43.57666373,10.06911027,2.61207176,0.00977323,0.00000000,0.00000000
14.7,162.38684,78.02834,3.54945,3.16870,0.07342,0.06501,7.08136,7.03037,3.44182,3.43933,0.90352,0.82233,5.09915,5.07330,180.00,180.00,10.00,10.00,30.63914006,45.30732509,43.98832391,10.20037984,2.80847104,0.00989869,0.00000000,0.00000000
14.8,162.99544,78.53829,3.48352,3.10244,0.07032,0.06210,7.03314,6.98091,3.41422,3.41171,0.88051,0.79987,5.07012,5.04376,180.00,180.00,10.00,10.00,30.35467175,45.26274113,44.40098894,10.33324335,3.01050191,0.01002557,0.00000000,0.00000000
14.9,163.57303,79.06047,3.41917,3.03795,0.06736,0.05934,6.98499,6.93153,3.38684,3.38431,0.85819,0.77813,5.04108,5.01421,180.00,180.00,10.00,10.00,30.06749121,45.21647972,44.81456986,10.46771607,3.21798619,0.01015388,0.00000000,0.00000000
15.0,164.12104,79.59490,3.35638,2.97517,0.06454,0.05672,6.93690,6.88223,3.35966,3.35712,0.83653,0.75709,5.01204,4.98466,180.00,180.00,10.00,10.00,29.77764536,45.16854452,45.22897478,10.60381331,3.43074797,0.01028362,0.00000000,0.00000000
15.1,164.64086,80.14159,3.29509,2.91407,0.06186,0.05423,6.88890,6.83303,3.33269,3.33015,0.81552,0.73672,4.98299,4.95513,180.00,180.00,10.00,10.00,29.48518303,45.11893874,45.64410884,10.74155041,3.64861387,0.01041481,0.00000000,0.00000000
15.2,165.13384,80.70055,3.23528,2.85460,0.05930,0.05186,6.84098,6.78393,3.30594,3.30338,0.79514,0.71701,4.95395,4.92561,180.00,180.00,10.00,10.00,29.19015507,45.06766513,46.05987416,10.88094274,3.87141313,0.01054745,0.00000000,0.00000000
15.3,165.60129,81.27180,3.17691,2.79672,0.05687,0.04961,6.79316,6.73494,3.27939,3.27682,0.77537,0.69792,4.92492,4.89611,180.00,180.00,10.00,10.00,28.89261431,45.01472597,46.47616977,11.02200570,4.09897777,0.01068157,0.00000000,0.00000000
15.4,166.04445,81.85535,3.11995,2.74039,0.05455,0.04747,6.74544,6.68608,3.25305,3.25047,0.75618,0.67945,4.89591,4.86664,180.00,180.00,10.00,10.00,28.59261565,44.96012315,46.89289163,11.16475469,4.33114257,0.01081716,0.00000000,0.00000000
15.5,166.46453,82.45124,3.06435,2.68556,0.05233,0.04543,6.69783,6.63734,3.22691,3.22433,0.73757,0.66156,4.86693,4.83721,180.00,180.00,10.00,10.00,28.29021609,44.90385810,47.30993251,11.30920514,4.56774512,0.01095423,0.00000000,0.00000000
15.6,166.86269,83.05950,3.01010,2.63220,0.05022,0.04350,6.65034,6.58873,3.20098,3.19839,0.71951,0.64425,4.83797,4.80781,180.00,180.00,10.00,10.00,27.98547474,44.84593185,47.72718203,11.45537248,4.80862582,0.01109281,0.00000000,0.00000000
15.7,167.24005,83.68014,2.95715,2.58027,0.04821,0.04166,6.60298,6.54027,3.17525,3.17266,0.70198,0.62748,4.80905,4.77847,180.00,180.00,10.00,10.00,27.67845292,44.78634501,48.14452654,11.60327214,5.05362781,0.01123289,0.00000000,0.00000000
15.8,167.59767,84.31321,2.90547,2.52972,0.04629,0.03991,6.55575,6.49196,3.14972,3.14713,0.68498,0.61125,4.78017,4.74917,180.00,180.00,10.00,10.00,27.36921414,44.72509781,48.56184914,11.75291957,5.30259687,0.01137449,0.00000000,0.00000000
15.9,167.93657,84.95873,2.85503,2.48053,0.04446,0.03825,6.50865,6.44381,3.12440,3.12180,0.66847,0.59553,4.75133,4.71994,180.00,180.00,10.00,10.00,27.05782417,44.66219010,48.97902963,11.90433020,5.55538138,0.01151761,0.00000000,0.00000000
16.0,168.25773,85.61676,2.80580,2.43266,0.04271,0.03666,6.46170,6.39582,3.09927,3.09667,0.65245,0.58031,4.72255,4.69076,180.00,180.00,10.00,10.00,26.74435106,44.59762134,49.39594445,12.05751943,5.81183216,0.01166226,0.00000000,0.00000000
16.1,168.56208,86.28732,2.75776,2.38606,0.04105,0.03515,6.41490,6.34800,3.07435,3.07174,0.63691,0.56558,4.69382,4.66165,180.00,180.00,10.00,10.00,26.42886522,44.53139062,49.81246672,12.21250268,6.07180239,0.01180846,0.00000000,0.00000000
16.2,168.85051,86.97046,2.71087,2.34071,0.03945,0.03372,6.36825,6.30036,3.04962,3.04701,0.62182,0.55130,4.66514,4.63262,180.00,180.00,10.00,10.00,26.11143940,44.46349670,50.22846611,12.36929532,6.33514741,0.01195621,0.00000000,0.00000000
16.3,169.12386,87.66622,2.66510,2.29657,0.03793,0.03235,6.32176,6.25291,3.02509,3.02248,0.60718,0.53748,4.63654,4.60365,180.00,180.00,10.00,10.00,25.79214876,44.39393798,50.64380891,12.52791271,6.60172461,0.01210553,0.00000000,0.00000000
16.4,169.38295,88.37466,2.62043,2.25360,0.03648,0.03105,6.27545,6.20564,3.00075,2.99814,0.59296,0.52408,4.60800,4.57477,180.00,180.00,10.00,10.00,25.47107091,44.32271252,51.05835796,12.68837015,6.87139328,0.01225640,0.00000000,0.00000000
16.5,169.62852,89.09582,2.57682,2.21178,0.03510,0.02980,6.22930,6.15856,2.97660,2.97400,0.57916,0.51111,4.57953,4.54597,180.00,180.00,10.00,10.00,25.14828593,44.24981808,51.47197264,12.85068293,7.14401441,0.01240886,0.00000000,0.00000000
16.6,169.86132,89.82975,2.53426,2.17108,0.03377,0.02862,6.18333,6.11168,2.95265,2.95005,0.56575,0.49854,4.55114,4.51726,180.00,180.00,10.00,10.00,24.82387640,44.17525207,51.88450885,13.01486627,7.41945056,0.01256290,0.00000000,0.00000000
16.7,170.08204,90.57652,2.49271,2.13145,0.03250,0.02749,6.13754,6.06501,2.92889,2.92629,0.55274,0.48637,4.52282,4.48864,180.00,180.00,10.00,10.00,24.49792746,44.09901164,52.29581903,13.18093535,7.69756568,0.01271853,0.00000000,0.00000000
16.8,170.29133,91.33616,2.45216,2.09288,0.03129,0.02642,6.09194,6.01854,2.90532,2.90272,0.54011,0.47457,4.49459,4.46011,180.00,180.00,10.00,10.00,24.17052677,44.02109361,52.70575213,13.34890527,7.97822495,0.01287575,0.00000000,0.00000000
16.9,170.48981,92.10875,2.41256,2.05534,0.03014,0.02539,6.04652,5.97229,2.88193,2.87934,0.52784,0.46314,4.46645,4.43168,180.00,180.00,10.00,10.00,23.84176464,43.94149454,53.11415362,13.51879108,8.26129459,0.01303459,0.00000000,0.00000000
17.0,170.67808,92.89434,2.37391,2.01878,0.02903,0.02442,6.00130,5.92625,2.85873,2.85615,0.51593,0.45206,4.43839,4.40335,180.00,180.00,10.00,10.00,23.51173395,43.86021071,53.52086549,13.69060775,8.54664175,0.01319503,0.00000000,0.00000000
17.1,170.85669,93.69299,2.33618,1.98320,0.02797,0.02348,5.95628,5.88043,2.83572,2.83314,0.50435,0.44132,4.41043,4.37512,180.00,180.00,10.00,10.00,23.18053025,43.77723813,53.92572628,13.86437016,8.83413428,0.01335709,0.00000000,0.00000000
17.2,171.02617,94.50477,2.29935,1.94855,0.02696,0.02259,5.91146,5.83484,2.81289,2.81032,0.49311,0.43091,4.38256,4.34700,180.00,180.00,10.00,10.00,22.84825171,43.69257256,54.32857109,14.04009310,9.12364064,0.01352078,0.00000000,0.00000000
17.3,171.18703,95.32974,2.26338,1.91482,0.02599,0.02174,5.86685,5.78947,2.79025,2.78768,0.48219,0.42082,4.35479,4.31898,180.00,180.00,10.00,10.00,22.51499919,43.60620953,54.72923162,14.21779126,9.41502972,0.01368609,0.00000000,0.00000000
17.4,171.33973,96.16796,2.22827,1.88198,0.02507,0.02093,5.82244,5.74434,2.76779,2.76522,0.47158,0.41103,4.32712,4.29108,180.00,180.00,10.00,10.00,22.18087622,43.51814434,55.12753617,14.39747924,9.70817070,0.01385304,0.00000000,0.00000000
17.5,171.48474,97.01951,2.19398,1.85000,0.02418,0.02016,5.77825,5.69944,2.74550,2.74294,0.46128,0.40155,4.29955,4.26329,180.00,180.00,10.00,10.00,21.84598900,43.42837204,55.52330975,14.57917150,10.00293291,0.01402163,0.00000000,0.00000000
17.6,171.62246,97.88445,2.16050,1.81886,0.02333,0.01941,5.73427,5.65478,2.72340,2.72085,0.45126,0.39235,4.27209,4.23562,180.00,180.00,10.00,10.00,21.51044643,43.33688749,55.91637407,14.76288239,10.29918572,0.01419186,0.00000000,0.00000000
17.7,171.75330,98.76286,2.12781,1.78854,0.02252,0.01871,5.69051,5.61036,2.70147,2.69893,0.44153,0.38343,4.24473,4.20806,180.00,180.00,10.00,10.00,21.17436006,43.24368535,56.30654765,14.94862611,10.59679841,0.01436374,0.00000000,0.00000000
17.8,171.87765,99.65480,2.09589,1.75901,0.02174,0.01803,5.64697,5.56618,2.67972,2.67719,0.43207,0.37478,4.21748,4.18063,180.00,180.00,10.00,10.00,20.83784409,43.14876009,56.69364588,15.13641674,10.89564007,0.01453728,0.00000000,0.00000000
17.9,171.99585,100.56035,2.06471,1.73025,0.02099,0.01739,5.60365,5.52225,2.65815,2.65562,0.42288,0.36638,4.19035,4.15331,180.00,180.00,10.00,10.00,20.50101540,43.05210597,57.07748108,15.32626819,11.19557948,0.01471246,0.00000000,0.00000000
18.0,172.10824,101.47959,2.03426,1.70223,0.02028,0.01677,5.56056,5.47856,2.63674,2.63423,0.41394,0.35824,4.16333,4.12612,180.00,180.00,10.00,10.00,20.16399344,42.95371712,57.45786266,15.51819421,11.49648504,0.01488930,0.00000000,0.00000000
18.1,172.21515,102.41258,2.00453,1.67495,0.01959,0.01618,5.51769,5.43513,2.61551,2.61300,0.40526,0.35034,4.13642,4.09905,180.00,180.00,10.00,10.00,19.82690027,42.85358748,57.83459718,15.71220839,11.79822467,0.01506781,0.00000000,0.00000000
18.2,172.31687,103.35941,1.97549,1.64838,0.01893,0.01561,5.47506,5.39194,2.59445,2.59196,0.39681,0.34268,4.10964,4.07211,180.00,180.00,10.00,10.00,19.48986046,42.75171086,58.20748851,15.90832412,12.10066577,0.01524797,0.00000000,0.00000000
18.3,172.41369,104.32015,1.94712,1.62249,0.01830,0.01507,5.43266,5.34901,2.57356,2.57108,0.38860,0.33524,4.08297,4.04530,180.00,180.00,10.00,10.00,19.15300108,42.64808090,58.57633794,16.10655461,12.40367514,0.01542980,0.00000000,0.00000000
18.4,172.50588,105.29488,1.91941,1.59727,0.01770,0.01455,5.39049,5.30634,2.55284,2.55036,0.38061,0.32802,4.05642,4.01862,180.00,180.00,10.00,10.00,18.81645164,42.54269113,58.94094438,16.30691285,12.70711895,0.01561328,0.00000000,0.00000000
18.5,172.59369,106.28367,1.89234,1.57271,0.01712,0.01406,5.34856,5.26392,2.53229,2.52982,0.37285,0.32101,4.02999,3.99206,180.00,180.00,10.00,10.00,18.48034396,42.43553497,59.30110449,16.50941163,13.01086270,0.01579844,0.00000000,0.00000000
18.6,172.67735,107.28662,1.86590,1.54877,0.01656,0.01358,5.30686,5.22176,2.51190,2.50944,0.36529,0.31421,4.00368,3.96564,180.00,180.00,10.00,10.00,18.14481217,42.32660571,59.65661289,16.71406352,13.31477119,0.01598525,0.00000000,0.00000000
18.7,172.75710,108.30379,1.84007,1.52545,0.01603,0.01313,5.26541,5.17986,2.49168,2.48923,0.35795,0.30760,3.97750,3.93935,180.00,180.00,10.00,10.00,17.80999257,42.21589655,60.00726240,16.92088082,13.61870854,0.01617373,0.00000000,0.00000000
18.8,172.83314,109.33527,1.81484,1.50273,0.01551,0.01269,5.22419,5.13823,2.47162,2.46918,0.35080,0.30119,3.95144,3.91320,180.00,180.00,10.00,10.00,17.47602352,42.10340059,60.35284420,17.12987560,13.92253819,0.01636387,0.00000000,0.00000000
